,education_level,training_hours,gender,train_level
9063,Bachelor,22,Male,1
9065,Bachelor,21,Male,1
9066,Bachelor,198,Male,6
9067,Masters,26,Male,1
9069,Bachelor,8,Male,1
9070,Masters,21,Other,1
9071,Bachelor,116,Male,4
9072,Masters,52,Male,2
9073,Bachelor,30,Male,1
9075,Bachelor,84,Male,3
9077,Masters,59,Male,2
9078,Masters,112,Male,4
9079,Bachelor,49,Male,2
9080,Primary School,23,Male,1
9081,Bachelor,70,Male,3
9082,Masters,9,Male,1
9083,Bachelor,100,Male,3
9084,Bachelor,5,Male,1
9085,Bachelor,19,Male,1
9086,Bachelor,20,Male,1
9087,Masters,19,Female,1
9088,Bachelor,30,Male,1
9089,Bachelor,20,Male,1
9091,High School,64,Male,2
9092,Bachelor,61,Male,2
9093,Masters,9,Male,1
9094,Bachelor,78,Male,3
9095,Bachelor,87,Male,3
9096,Masters,17,Male,1
9097,Bachelor,76,Male,3
9098,Bachelor,24,Male,1
9099,Bachelor,72,Male,3
9100,Bachelor,40,Male,2
9101,Masters,51,Male,2
9103,Bachelor,66,Male,2
9105,Bachelor,160,Male,5
9106,Bachelor,7,Female,1
9107,Masters,25,Male,1
9109,High School,62,Male,2
9110,Masters,37,Male,2
9111,Masters,46,Male,2
9112,Masters,17,Male,1
9113,Masters,14,Male,1
9114,Bachelor,154,Male,5
9115,Masters,20,Male,1
9117,Masters,54,Male,2
9118,Bachelor,96,Other,3
9119,Bachelor,13,Male,1
9120,Bachelor,106,Male,4
9121,Bachelor,316,Male,10
9122,Masters,11,Male,1
9123,Bachelor,92,Male,3
9124,Bachelor,40,Female,2
9125,Bachelor,4,Male,1
9127,Bachelor,65,Male,2
9128,Masters,12,Male,1
9129,Bachelor,52,Male,2
9130,Masters,48,Male,2
9136,Bachelor,100,Male,3
9137,Bachelor,126,Male,4
9139,Bachelor,127,Male,4
9141,Bachelor,24,Male,1
9144,Masters,22,Male,1
9147,Bachelor,39,Male,2
9148,Bachelor,157,Male,5
9149,High School,9,Male,1
9150,Masters,46,Male,2
9151,Masters,96,Female,3
9152,Bachelor,78,Female,3
9153,Bachelor,82,Male,3
9154,Bachelor,34,Male,2
9157,Bachelor,73,Male,3
9158,Masters,100,Male,3
9159,Masters,6,Male,1
9161,Bachelor,7,Male,1
9164,Masters,7,Male,1
9166,Bachelor,157,Male,5
9167,Bachelor,61,Male,2
9168,Bachelor,43,Male,2
9169,Bachelor,332,Male,10
9170,Bachelor,34,Female,2
9171,High School,68,Male,3
9172,Bachelor,24,Male,1
9173,Bachelor,25,Male,1
9174,Bachelor,25,Male,1
9175,Bachelor,61,Male,2
9177,Bachelor,17,Female,1
9179,Masters,20,Male,1
9180,Bachelor,35,Male,2
9181,Bachelor,66,Male,2
9182,Bachelor,40,Male,2
9183,High School,47,Male,2
9186,Bachelor,10,Male,1
9187,Bachelor,124,Female,4
9189,Bachelor,10,Male,1
9190,Bachelor,77,Male,3
9192,Bachelor,9,Male,1
9193,Bachelor,88,Male,3
9194,Bachelor,56,Male,2
9197,Bachelor,32,Male,1
9199,Bachelor,67,Male,2
9200,Bachelor,11,Male,1
9201,Bachelor,73,Male,3
9202,Masters,46,Male,2
9203,Bachelor,84,Male,3
9204,Bachelor,51,Male,2
9208,Masters,77,Male,3
9209,High School,46,Male,2
9210,Bachelor,36,Male,2
9211,Bachelor,101,Male,4
9215,Bachelor,58,Male,2
9217,Bachelor,79,Male,3
9218,Masters,92,Female,3
9219,Bachelor,19,Male,1
9222,Bachelor,28,Male,1
9223,Bachelor,19,Male,1
9224,Bachelor,24,Male,1
9225,Bachelor,35,Male,2
9226,Bachelor,12,Male,1
9227,Bachelor,57,Male,2
9229,Bachelor,32,Male,1
9230,Bachelor,94,Male,3
9231,Masters,97,Male,3
9232,Bachelor,74,Male,3
9234,Bachelor,110,Male,4
9235,Bachelor,98,Male,3
9236,High School,104,Male,4
9238,Bachelor,160,Male,5
9240,Bachelor,34,Male,2
9241,Bachelor,20,Other,1
9242,Bachelor,32,Male,1
9243,Bachelor,17,Male,1
9244,Bachelor,25,Male,1
9245,Bachelor,124,Male,4
9246,Bachelor,48,Male,2
9247,Bachelor,152,Male,5
9248,Masters,8,Male,1
9249,Bachelor,44,Male,2
9250,High School,78,Male,3
9251,High School,41,Male,2
9252,Masters,182,Male,6
9253,Masters,8,Male,1
9254,Bachelor,43,Male,2
9255,Bachelor,23,Male,1
9256,High School,102,Male,4
9258,Masters,7,Male,1
9259,Bachelor,56,Male,2
9260,Bachelor,8,Male,1
9261,High School,113,Male,4
9263,Masters,155,Male,5
9264,Bachelor,2,Male,1
9265,Bachelor,61,Male,2
9266,Bachelor,216,Male,7
9267,Masters,52,Female,2
9268,Bachelor,35,Male,2
9269,Bachelor,72,Male,3
9270,Bachelor,64,Male,2
9271,Masters,69,Male,3
9272,Bachelor,26,Male,1
9273,Bachelor,18,Male,1
9274,Bachelor,150,Male,5
9276,Bachelor,8,Male,1
9277,Bachelor,79,Female,3
9278,Bachelor,64,Male,2
9280,Bachelor,91,Male,3
9281,Masters,11,Male,1
9282,Bachelor,29,Male,1
9283,Masters,26,Male,1
9284,Bachelor,36,Male,2
9285,Bachelor,104,Male,4
9286,Bachelor,17,Male,1
9287,Bachelor,15,Male,1
9288,High School,22,Male,1
9289,Bachelor,126,Female,4
9290,Bachelor,52,Male,2
9291,Bachelor,78,Male,3
9293,Masters,18,Male,1
9294,Bachelor,202,Male,7
9296,Bachelor,69,Male,3
9297,Bachelor,92,Male,3
9298,Masters,25,Male,1
9299,Bachelor,85,Male,3
9301,Bachelor,268,Male,8
9303,Bachelor,48,Male,2
9304,Bachelor,50,Male,2
9305,High School,48,Male,2
9306,Masters,77,Male,3
9307,Bachelor,78,Male,3
9308,Bachelor,25,Male,1
9309,Masters,72,Male,3
9311,Bachelor,117,Male,4
9313,Bachelor,28,Male,1
9314,High School,24,Male,1
9315,Bachelor,151,Male,5
9316,Bachelor,26,Male,1
9317,High School,18,Male,1
9318,High School,94,Male,3
9319,Primary School,102,Male,4
9320,High School,96,Male,3
9321,Bachelor,10,Male,1
9323,High School,61,Male,2
9324,Primary School,48,Male,2
9325,Bachelor,106,Male,4
9326,Phd,248,Male,8
9328,Bachelor,35,Male,2
9329,Bachelor,118,Male,4
9330,Bachelor,111,Male,4
9331,Bachelor,104,Male,4
9332,Bachelor,24,Male,1
9333,Bachelor,158,Male,5
9334,Masters,32,Male,1
9335,Bachelor,11,Male,1
9337,Bachelor,58,Male,2
9340,Masters,56,Male,2
9341,Bachelor,67,Male,2
9342,Bachelor,92,Male,3
9343,Bachelor,18,Male,1
9344,Masters,7,Male,1
9345,Bachelor,46,Male,2
9347,Bachelor,49,Male,2
9348,Bachelor,180,Male,6
9349,Bachelor,33,Male,1
9350,Masters,40,Male,2
9351,Masters,36,Male,2
9352,Bachelor,28,Male,1
9353,Bachelor,17,Male,1
9354,Bachelor,64,Male,2
9355,Masters,28,Male,1
9356,Masters,12,Male,1
9360,High School,18,Male,1
9361,Bachelor,23,Male,1
9362,Masters,10,Male,1
9364,Bachelor,11,Male,1
9365,Bachelor,56,Male,2
9366,Masters,26,Male,1
9368,Masters,20,Male,1
9369,Bachelor,152,Male,5
9370,High School,18,Male,1
9371,Masters,192,Male,6
9372,High School,192,Other,6
9373,Bachelor,38,Male,2
9374,Bachelor,12,Male,1
9376,Bachelor,119,Male,4
9377,Bachelor,40,Male,2
9378,Bachelor,81,Female,3
9379,Masters,10,Male,1
9380,Bachelor,96,Male,3
9382,Bachelor,70,Male,3
9383,Bachelor,202,Male,7
9384,Bachelor,12,Male,1
9385,Bachelor,16,Male,1
9386,Bachelor,17,Male,1
9387,Bachelor,66,Male,2
9388,Bachelor,29,Male,1
9390,Bachelor,32,Male,1
9391,Bachelor,60,Male,2
9392,Bachelor,24,Male,1
9393,Bachelor,10,Male,1
9394,Masters,86,Male,3
9395,Masters,11,Female,1
9397,Bachelor,144,Male,5
9400,Bachelor,103,Male,4
9404,Bachelor,44,Male,2
9405,Bachelor,30,Male,1
9406,Bachelor,35,Male,2
9407,High School,46,Male,2
9408,Bachelor,41,Male,2
9409,Bachelor,84,Male,3
9410,Masters,108,Male,4
9412,Bachelor,37,Male,2
9413,Primary School,7,Male,1
9414,Bachelor,226,Male,7
9415,Bachelor,20,Male,1
9416,Bachelor,80,Male,3
9419,Bachelor,16,Male,1
9420,Bachelor,55,Male,2
9421,Masters,42,Male,2
9422,Bachelor,70,Male,3
9424,High School,5,Male,1
9425,Bachelor,50,Male,2
9427,Bachelor,100,Male,3
9428,Bachelor,204,Male,7
9429,Bachelor,68,Male,3
9430,Masters,11,Male,1
9431,High School,28,Female,1
9432,Phd,41,Female,2
9433,Bachelor,40,Male,2
9434,Bachelor,37,Male,2
9435,Bachelor,130,Male,4
9437,Masters,26,Male,1
9438,Bachelor,152,Male,5
9439,Bachelor,87,Male,3
9440,Bachelor,33,Female,1
9441,Bachelor,28,Male,1
9442,Bachelor,62,Male,2
9443,Bachelor,27,Male,1
9445,Masters,42,Male,2
9446,High School,42,Female,2
9447,Bachelor,28,Male,1
9449,Bachelor,84,Male,3
9450,Bachelor,161,Male,5
9451,Bachelor,90,Male,3
9452,Bachelor,31,Male,1
9455,High School,142,Female,5
9456,Bachelor,109,Female,4
9457,Bachelor,11,Male,1
9458,Bachelor,23,Male,1
9459,High School,22,Male,1
9462,Masters,12,Male,1
9463,High School,298,Male,9
9464,Bachelor,56,Male,2
9466,Bachelor,53,Male,2
9468,Bachelor,25,Male,1
9469,Bachelor,12,Male,1
9470,Masters,41,Male,2
9473,High School,27,Male,1
9475,High School,4,Male,1
9477,Masters,48,Male,2
9478,Bachelor,92,Male,3
9480,Masters,8,Male,1
9481,Bachelor,31,Male,1
9482,Masters,96,Female,3
9483,Masters,218,Male,7
9484,Phd,46,Male,2
9485,Masters,76,Male,3
9487,Bachelor,37,Male,2
9488,Bachelor,16,Male,1
9489,Masters,34,Male,2
9490,Bachelor,30,Male,1
9491,Bachelor,20,Male,1
9493,Masters,44,Male,2
9495,Bachelor,25,Male,1
9496,Bachelor,10,Male,1
9499,Bachelor,53,Male,2
9501,Bachelor,58,Male,2
9502,High School,63,Female,2
9503,Bachelor,15,Female,1
9504,Bachelor,97,Male,3
9505,Bachelor,224,Female,7
9507,Masters,74,Male,3
9509,Bachelor,48,Male,2
9510,Bachelor,57,Female,2
9511,High School,52,Male,2
9512,High School,133,Male,4
9513,Bachelor,126,Male,4
9514,Bachelor,39,Male,2
9515,Bachelor,30,Male,1
9518,High School,28,Male,1
9520,Bachelor,22,Male,1
9521,Bachelor,22,Male,1
9522,Bachelor,23,Male,1
9524,Bachelor,15,Male,1
9525,Bachelor,67,Male,2
9528,High School,9,Male,1
9529,Bachelor,5,Male,1
9530,Bachelor,7,Male,1
9531,Bachelor,24,Male,1
9532,Bachelor,79,Male,3
9533,Masters,62,Male,2
9534,Masters,20,Male,1
9535,Bachelor,35,Male,2
9536,Bachelor,16,Male,1
9539,Bachelor,117,Male,4
9540,Bachelor,304,Male,10
9541,High School,23,Male,1
9542,Bachelor,76,Male,3
9543,High School,41,Male,2
9544,Bachelor,86,Male,3
9545,Bachelor,25,Male,1
9546,Masters,158,Male,5
9547,Bachelor,33,Male,1
9549,Masters,60,Male,2
9551,Bachelor,26,Male,1
9552,Bachelor,11,Male,1
9554,Bachelor,127,Male,4
9555,Bachelor,23,Female,1
9556,Bachelor,11,Female,1
9558,Bachelor,18,Male,1
9559,Bachelor,57,Male,2
9560,Bachelor,23,Male,1
9561,Bachelor,68,Male,3
9562,Bachelor,12,Male,1
9563,Bachelor,42,Male,2
9564,Bachelor,63,Male,2
9565,High School,44,Male,2
9567,Masters,40,Male,2
9568,Masters,23,Female,1
9572,Bachelor,2,Male,1
9573,High School,33,Male,1
9574,Bachelor,6,Male,1
9575,Bachelor,88,Male,3
9576,Bachelor,56,Female,2
9577,Bachelor,19,Male,1
9579,High School,254,Male,8
9580,Masters,6,Male,1
9582,Bachelor,57,Male,2
9583,Masters,66,Male,2
9584,Bachelor,13,Male,1
9585,Masters,110,Male,4
9586,High School,78,Other,3
9587,Bachelor,126,Male,4
9588,Masters,16,Male,1
9589,Bachelor,168,Male,5
9590,Masters,47,Male,2
9592,Bachelor,67,Male,2
9593,Bachelor,138,Male,5
9594,Masters,30,Male,1
9595,Bachelor,44,Female,2
9598,Masters,163,Male,5
9599,Bachelor,37,Male,2
9600,Masters,45,Male,2
9601,Phd,218,Male,7
9602,Masters,52,Male,2
9603,Bachelor,72,Male,3
9604,Bachelor,28,Male,1
9605,Primary School,17,Other,1
9606,Bachelor,28,Male,1
9608,Bachelor,8,Male,1
9609,Bachelor,44,Male,2
9610,Bachelor,48,Male,2
9611,Bachelor,67,Male,2
9612,High School,17,Male,1
9613,Bachelor,47,Male,2
9614,Bachelor,130,Other,4
9615,Bachelor,30,Male,1
9616,Bachelor,85,Male,3
9619,Bachelor,61,Male,2
9622,Bachelor,35,Male,2
9623,Masters,50,Male,2
9624,Bachelor,64,Male,2
9625,Bachelor,65,Male,2
9626,Bachelor,85,Male,3
9627,Bachelor,119,Male,4
9629,Bachelor,74,Male,3
9631,Bachelor,6,Male,1
9632,Bachelor,53,Male,2
9633,Bachelor,90,Male,3
9634,Bachelor,4,Male,1
9637,Bachelor,52,Male,2
9638,Bachelor,65,Male,2
9639,Bachelor,12,Male,1
9640,High School,67,Male,2
9642,Bachelor,43,Male,2
9643,Bachelor,26,Male,1
9645,Bachelor,65,Male,2
9646,High School,30,Male,1
9648,Bachelor,22,Male,1
9649,Bachelor,61,Male,2
9650,Masters,145,Male,5
9651,Bachelor,48,Male,2
9652,Bachelor,30,Female,1
9653,Bachelor,96,Male,3
9654,Bachelor,108,Male,4
9655,Masters,28,Male,1
9656,High School,91,Male,3
9657,Bachelor,20,Male,1
9658,Masters,54,Male,2
9660,Masters,22,Male,1
9661,Bachelor,150,Male,5
9663,Bachelor,32,Male,1
9664,Bachelor,87,Male,3
9665,Bachelor,19,Male,1
9666,Masters,44,Male,2
9667,Bachelor,9,Male,1
9668,Bachelor,3,Female,1
9669,Bachelor,41,Male,2
9670,Bachelor,116,Male,4
9671,Bachelor,49,Male,2
9674,Bachelor,95,Female,3
9675,Bachelor,42,Male,2
9677,Bachelor,87,Male,3
9679,Bachelor,9,Male,1
9680,High School,107,Male,4
9681,High School,74,Male,3
9682,Masters,56,Female,2
9687,Bachelor,22,Male,1
9688,Bachelor,52,Male,2
9690,Bachelor,82,Male,3
9691,Bachelor,162,Male,5
9693,Bachelor,39,Male,2
9694,Bachelor,31,Male,1
9695,Bachelor,40,Female,2
9698,Bachelor,96,Male,3
9699,Bachelor,82,Male,3
9701,Bachelor,26,Male,1
9703,Bachelor,24,Male,1
9704,Bachelor,34,Male,2
9705,Masters,28,Male,1
9706,Bachelor,40,Male,2
9707,Bachelor,167,Male,5
9708,High School,26,Male,1
9709,Bachelor,81,Male,3
9710,Bachelor,30,Male,1
9712,Bachelor,22,Male,1
9713,Bachelor,7,Male,1
9714,Bachelor,314,Female,10
9715,Bachelor,28,Male,1
9716,Bachelor,30,Male,1
9717,Bachelor,110,Male,4
9718,Masters,182,Male,6
9719,Bachelor,144,Female,5
9721,Bachelor,114,Male,4
9722,Masters,70,Male,3
9723,Bachelor,118,Female,4
9724,Phd,55,Male,2
9725,Bachelor,34,Male,2
9726,Bachelor,168,Female,5
9728,Bachelor,68,Male,3
9729,High School,31,Male,1
9730,Bachelor,32,Male,1
9731,Bachelor,14,Male,1
9732,Masters,36,Male,2
9734,Masters,90,Male,3
9735,Bachelor,27,Male,1
9737,Masters,29,Female,1
9738,Bachelor,24,Male,1
9740,Bachelor,166,Male,5
9741,Bachelor,31,Male,1
9742,Bachelor,10,Female,1
9743,Bachelor,37,Male,2
9744,Bachelor,92,Male,3
9745,Masters,60,Male,2
9746,Bachelor,70,Male,3
9747,Masters,81,Male,3
9748,Bachelor,23,Male,1
9749,Masters,95,Male,3
9750,Bachelor,6,Male,1
9751,Bachelor,80,Male,3
9752,High School,24,Male,1
9753,Bachelor,30,Male,1
9754,Bachelor,36,Male,2
9755,Bachelor,31,Male,1
9757,Bachelor,98,Male,3
9758,Bachelor,31,Male,1
9759,Bachelor,45,Male,2
9760,Bachelor,94,Male,3
9762,Bachelor,48,Male,2
9763,Masters,54,Female,2
9765,Masters,42,Male,2
9766,Bachelor,21,Male,1
9767,Bachelor,16,Male,1
9768,Bachelor,8,Male,1
9770,Primary School,60,Male,2
9771,Bachelor,83,Male,3
9773,Masters,12,Male,1
9775,Bachelor,94,Male,3
9777,Bachelor,150,Male,5
9778,Masters,54,Male,2
9780,Bachelor,78,Male,3
9781,Bachelor,96,Male,3
9782,Phd,28,Male,1
9783,Bachelor,20,Male,1
9784,Masters,13,Male,1
9788,Bachelor,55,Male,2
9789,Bachelor,15,Male,1
9790,Bachelor,68,Female,3
9791,Masters,23,Male,1
9795,Bachelor,76,Male,3
9796,Masters,278,Male,9
9797,Bachelor,86,Male,3
9798,Masters,20,Male,1
9799,Bachelor,118,Male,4
9800,High School,9,Male,1
9803,Masters,39,Male,2
9804,High School,153,Male,5
9806,Bachelor,105,Male,4
9807,Bachelor,70,Male,3
9808,Bachelor,188,Male,6
9809,Masters,104,Male,4
9811,High School,29,Male,1
9812,Bachelor,14,Male,1
9813,Bachelor,12,Male,1
9814,Primary School,103,Male,4
9815,Phd,54,Male,2
9816,Bachelor,4,Male,1
9817,Masters,32,Male,1
9818,Bachelor,33,Male,1
9820,Bachelor,68,Male,3
9821,Masters,55,Male,2
9822,Masters,16,Male,1
9823,Masters,30,Male,1
9826,Bachelor,80,Male,3
9827,Bachelor,27,Male,1
9828,Bachelor,16,Male,1
9829,Masters,56,Male,2
9832,Masters,57,Male,2
9833,Bachelor,130,Female,4
9834,High School,43,Male,2
9835,Masters,198,Male,6
9837,Bachelor,46,Male,2
9838,Bachelor,109,Male,4
9839,Masters,2,Male,1
9841,Bachelor,94,Male,3
9843,Bachelor,162,Male,5
9844,Bachelor,21,Male,1
9845,Bachelor,48,Other,2
9846,Bachelor,118,Male,4
9847,Bachelor,37,Male,2
9848,Masters,70,Male,3
9849,Bachelor,12,Male,1
9850,Bachelor,117,Male,4
9851,Masters,78,Male,3
9852,Bachelor,51,Male,2
9853,Masters,20,Female,1
9854,Bachelor,55,Other,2
9855,Masters,21,Male,1
9856,Masters,9,Male,1
9857,Bachelor,114,Male,4
9859,Masters,166,Male,5
9860,Masters,99,Male,3
9862,Phd,214,Female,7
9865,Masters,74,Male,3
9867,Masters,26,Male,1
9868,High School,145,Male,5
9869,Bachelor,70,Male,3
9870,Bachelor,102,Male,4
9871,Bachelor,168,Male,5
9872,Bachelor,83,Male,3
9873,Masters,28,Male,1
9874,Bachelor,7,Male,1
9876,Masters,9,Male,1
9878,Masters,37,Male,2
9879,Bachelor,170,Male,6
9880,Bachelor,18,Male,1
9881,Bachelor,147,Female,5
9884,Bachelor,284,Male,9
9885,Bachelor,34,Male,2
9887,Bachelor,56,Female,2
9889,Bachelor,180,Male,6
9891,High School,104,Male,4
9892,Bachelor,23,Male,1
9895,Bachelor,34,Male,2
9896,High School,42,Male,2
9897,Bachelor,74,Male,3
9899,Masters,18,Male,1
9900,Masters,7,Male,1
9901,Bachelor,10,Male,1
9902,Masters,328,Male,10
9903,Bachelor,6,Male,1
9904,Bachelor,53,Male,2
9905,Bachelor,60,Male,2
9907,High School,51,Male,2
9908,Bachelor,37,Female,2
9911,Bachelor,24,Male,1
9913,High School,40,Male,2
9915,Bachelor,57,Male,2
9917,Masters,68,Male,3
9918,Bachelor,20,Male,1
9920,Bachelor,50,Male,2
9921,Bachelor,38,Male,2
9923,Bachelor,34,Female,2
9926,Bachelor,10,Male,1
9929,Bachelor,7,Male,1
9931,Bachelor,28,Male,1
9932,Bachelor,25,Male,1
9933,Bachelor,70,Male,3
9934,Bachelor,18,Male,1
9935,High School,23,Female,1
9936,Masters,86,Male,3
9937,Masters,34,Male,2
9940,Primary School,35,Male,2
9942,Bachelor,69,Male,3
9944,High School,26,Male,1
9946,Bachelor,45,Male,2
9947,Masters,7,Male,1
9948,High School,12,Other,1
9949,Bachelor,11,Male,1
9951,Bachelor,37,Male,2
9952,Bachelor,50,Male,2
9955,Masters,20,Female,1
9960,Masters,28,Female,1
9961,Bachelor,57,Male,2
9962,Bachelor,39,Male,2
9964,Masters,83,Female,3
9965,Bachelor,90,Male,3
9966,Masters,32,Male,1
9967,Bachelor,55,Male,2
9968,Masters,83,Male,3
9969,Bachelor,92,Male,3
9970,Bachelor,74,Male,3
9971,Bachelor,46,Male,2
9972,Bachelor,11,Male,1
9973,Primary School,13,Male,1
9974,Masters,216,Female,7
9975,Bachelor,50,Male,2
9976,Masters,59,Male,2
9977,Masters,15,Male,1
9978,Masters,7,Female,1
9980,Primary School,56,Male,2
9981,Masters,12,Male,1
9982,Bachelor,75,Female,3
9983,Bachelor,12,Male,1
9986,Bachelor,29,Male,1
9987,Masters,21,Female,1
9988,Bachelor,5,Male,1
9989,Masters,4,Male,1
9990,Masters,46,Male,2
9991,Bachelor,17,Male,1
9992,Bachelor,65,Female,2
9993,Bachelor,52,Male,2
9994,Bachelor,75,Male,3
9995,Bachelor,7,Other,1
9996,Bachelor,42,Male,2
9997,Bachelor,12,Male,1
9998,Masters,2,Male,1
9999,Bachelor,40,Male,2
10003,Phd,18,Male,1
10004,High School,55,Male,2
10005,Primary School,4,Male,1
10006,Bachelor,324,Male,10
10007,Bachelor,26,Male,1
10008,Bachelor,140,Male,5
10009,Phd,158,Male,5
10013,Bachelor,7,Male,1
10014,High School,64,Male,2
10015,High School,22,Male,1
10016,Masters,22,Male,1
10018,Bachelor,44,Male,2
10019,Bachelor,50,Male,2
10020,Bachelor,78,Male,3
10021,Masters,12,Male,1
10022,Bachelor,28,Male,1
10023,Masters,222,Male,7
10024,Masters,13,Male,1
10026,Bachelor,33,Male,1
10027,Bachelor,61,Male,2
10028,Primary School,78,Male,3
10029,Bachelor,50,Male,2
10030,Bachelor,49,Male,2
10033,Bachelor,74,Male,3
10035,Bachelor,7,Male,1
10036,Bachelor,65,Male,2
10037,High School,196,Male,6
10038,Masters,39,Male,2
10039,Bachelor,34,Female,2
10040,High School,106,Male,4
10041,Masters,15,Male,1
10042,Bachelor,86,Male,3
10043,Bachelor,9,Male,1
10044,Bachelor,84,Male,3
10045,High School,25,Male,1
10047,Masters,140,Female,5
10048,Bachelor,14,Male,1
10049,Bachelor,22,Male,1
10050,Masters,83,Male,3
10054,Bachelor,70,Male,3
10056,Phd,9,Other,1
10057,High School,108,Male,4
10058,Phd,26,Male,1
10059,Bachelor,70,Male,3
10060,Bachelor,52,Male,2
10061,Bachelor,55,Male,2
10062,Bachelor,55,Male,2
10064,Primary School,162,Male,5
10065,Masters,15,Male,1
10066,Masters,80,Male,3
10067,Bachelor,48,Male,2
10068,Bachelor,139,Male,5
10069,Bachelor,70,Male,3
10071,Bachelor,59,Female,2
10072,Bachelor,63,Male,2
10073,Bachelor,106,Male,4
10074,Bachelor,16,Male,1
10075,Bachelor,64,Female,2
10077,Bachelor,83,Male,3
10078,Bachelor,21,Male,1
10079,Bachelor,19,Male,1
10080,Phd,53,Male,2
10082,High School,59,Male,2
10083,Masters,101,Male,4
10085,Bachelor,22,Female,1
10086,Bachelor,68,Male,3
10087,Bachelor,78,Male,3
10089,Bachelor,28,Male,1
10090,Bachelor,21,Male,1
10093,Bachelor,34,Female,2
10094,Bachelor,37,Male,2
10095,Bachelor,33,Male,1
10097,Masters,114,Male,4
10098,Bachelor,69,Male,3
10099,Bachelor,139,Male,5
10102,Bachelor,15,Male,1
10103,Primary School,25,Male,1
10104,High School,34,Male,2
10105,Bachelor,6,Male,1
10107,Bachelor,83,Female,3
10108,Bachelor,26,Male,1
10109,Bachelor,90,Other,3
10110,Bachelor,7,Male,1
10111,High School,56,Male,2
10112,Bachelor,80,Male,3
10113,Masters,23,Male,1
10114,Primary School,11,Male,1
10115,Bachelor,11,Male,1
10116,Bachelor,48,Male,2
10117,Bachelor,10,Male,1
10118,Masters,2,Male,1
10120,Bachelor,96,Male,3
10122,Bachelor,10,Male,1
10123,Bachelor,36,Male,2
10124,Bachelor,56,Male,2
10125,Bachelor,56,Male,2
10126,Masters,32,Male,1
10127,Bachelor,18,Male,1
10128,Masters,324,Male,10
10129,Bachelor,184,Male,6
10131,Bachelor,49,Female,2
10133,Bachelor,98,Male,3
10134,Bachelor,6,Male,1
10135,Bachelor,18,Male,1
10136,Bachelor,32,Female,1
10137,Bachelor,58,Male,2
10138,Bachelor,73,Male,3
10139,Masters,21,Male,1
10140,Masters,20,Male,1
10141,Bachelor,56,Male,2
10142,Bachelor,6,Male,1
10143,Bachelor,4,Female,1
10144,Bachelor,54,Male,2
10145,Bachelor,57,Male,2
10146,Masters,1,Male,1
10147,Masters,50,Male,2
10148,Bachelor,10,Male,1
10149,Bachelor,46,Female,2
10152,Bachelor,106,Male,4
10153,Bachelor,96,Male,3
10154,High School,89,Male,3
10155,Bachelor,18,Male,1
10157,Bachelor,39,Male,2
10158,Bachelor,15,Female,1
10159,Bachelor,50,Male,2
10160,Bachelor,89,Male,3
10161,Bachelor,45,Male,2
10162,Masters,122,Male,4
10163,Bachelor,87,Male,3
10165,Bachelor,13,Male,1
10166,Bachelor,130,Male,4
10167,Primary School,72,Male,3
10170,Bachelor,20,Male,1
10171,Bachelor,25,Male,1
10172,Masters,50,Male,2
10174,Bachelor,23,Male,1
10175,High School,65,Male,2
10176,Bachelor,44,Male,2
10177,Bachelor,9,Male,1
10178,Bachelor,42,Male,2
10179,High School,155,Male,5
10181,Masters,73,Male,3
10182,Bachelor,54,Male,2
10184,High School,22,Male,1
10185,Masters,21,Female,1
10186,Primary School,29,Male,1
10187,Bachelor,242,Male,8
10188,Bachelor,30,Male,1
10189,Masters,19,Male,1
10190,Masters,162,Male,5
10191,Bachelor,8,Female,1
10192,Bachelor,24,Male,1
10194,Bachelor,51,Male,2
10195,High School,34,Male,2
10196,Masters,89,Male,3
10197,Masters,86,Male,3
10198,Bachelor,18,Male,1
10201,Bachelor,42,Male,2
10203,Masters,51,Male,2
10204,Bachelor,46,Male,2
10205,High School,157,Male,5
10206,Bachelor,31,Male,1
10207,Masters,102,Male,4
10208,Bachelor,9,Male,1
10210,Bachelor,48,Male,2
10211,Bachelor,118,Male,4
10212,Bachelor,118,Male,4
10214,Bachelor,42,Male,2
10215,Bachelor,26,Male,1
10216,Bachelor,14,Male,1
10217,Bachelor,78,Male,3
10218,Primary School,29,Other,1
10219,Bachelor,87,Male,3
10220,Masters,15,Male,1
10222,Masters,79,Male,3
10223,Bachelor,19,Male,1
10224,High School,15,Male,1
10225,Masters,62,Male,2
10227,High School,50,Male,2
10228,High School,37,Male,2
10229,Masters,82,Male,3
10231,Masters,30,Male,1
10232,Masters,168,Male,5
10235,Bachelor,48,Male,2
10236,Bachelor,84,Male,3
10237,Masters,116,Male,4
10238,High School,14,Male,1
10239,Bachelor,76,Male,3
10240,Bachelor,4,Male,1
10241,Bachelor,50,Male,2
10242,Masters,68,Male,3
10243,High School,58,Male,2
10245,Masters,64,Male,2
10247,Bachelor,72,Male,3
10248,Bachelor,128,Male,4
10249,Bachelor,53,Male,2
10250,Masters,30,Male,1
10252,Bachelor,22,Male,1
10253,Masters,334,Male,10
10255,High School,36,Male,2
10256,Bachelor,136,Male,5
10257,Masters,50,Male,2
10258,Bachelor,126,Male,4
10259,Bachelor,74,Male,3
10260,Bachelor,20,Male,1
10261,Masters,50,Other,2
10262,Bachelor,42,Male,2
10264,Bachelor,106,Male,4
10265,High School,109,Male,4
10266,Masters,87,Male,3
10267,Masters,26,Male,1
