,education_level,major_discipline,experience,target,experience_level
9650,Masters,STEM,21,0.0,Experienced (>=15)
9651,Graduate,Arts,2,0.0,Limit Experienced (0-7)
9652,Graduate,STEM,11,1.0,Medium Experienced (8-14)
9653,Graduate,STEM,8,0.0,Medium Experienced (8-14)
9654,Graduate,STEM,6,0.0,Limit Experienced (0-7)
9655,Masters,STEM,11,1.0,Medium Experienced (8-14)
9656,High School,None,5,0.0,Limit Experienced (0-7)
9657,Graduate,Humanities,18,0.0,Experienced (>=15)
9658,Masters,STEM,6,0.0,Limit Experienced (0-7)
9659,High School,None,5,1.0,Limit Experienced (0-7)
9660,Masters,STEM,4,0.0,Limit Experienced (0-7)
9661,Graduate,Humanities,13,0.0,Medium Experienced (8-14)
9662,High School,None,6,0.0,Limit Experienced (0-7)
9663,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9664,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9665,Graduate,STEM,1,0.0,Limit Experienced (0-7)
9666,Masters,STEM,4,0.0,Limit Experienced (0-7)
9667,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9668,Graduate,STEM,4,1.0,Limit Experienced (0-7)
9669,Graduate,Other,7,1.0,Limit Experienced (0-7)
9670,Graduate,Business Degree,7,0.0,Limit Experienced (0-7)
9671,Graduate,No Major,16,0.0,Experienced (>=15)
9672,Graduate,Humanities,21,0.0,Experienced (>=15)
9673,None,None,5,0.0,Limit Experienced (0-7)
9674,Graduate,Humanities,1,1.0,Limit Experienced (0-7)
9675,Graduate,STEM,1,0.0,Limit Experienced (0-7)
9676,Masters,STEM,21,0.0,Experienced (>=15)
9677,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9678,Graduate,STEM,1,0.0,Limit Experienced (0-7)
9679,Graduate,STEM,19,0.0,Experienced (>=15)
9680,High School,None,10,1.0,Medium Experienced (8-14)
9681,High School,None,16,0.0,Experienced (>=15)
9682,Masters,STEM,13,1.0,Medium Experienced (8-14)
9683,Graduate,STEM,3,1.0,Limit Experienced (0-7)
9684,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9685,Masters,STEM,21,0.0,Experienced (>=15)
9686,High School,None,1,0.0,Limit Experienced (0-7)
9687,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9688,Graduate,STEM,16,0.0,Experienced (>=15)
9689,Graduate,STEM,6,1.0,Limit Experienced (0-7)
9690,Graduate,STEM,3,0.0,Limit Experienced (0-7)
9691,Graduate,STEM,15,1.0,Experienced (>=15)
9692,Masters,STEM,6,0.0,Limit Experienced (0-7)
9693,Graduate,STEM,8,0.0,Medium Experienced (8-14)
9694,Graduate,STEM,21,0.0,Experienced (>=15)
9695,Graduate,STEM,21,0.0,Experienced (>=15)
9696,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9697,Graduate,STEM,21,1.0,Experienced (>=15)
9698,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9699,Graduate,STEM,20,0.0,Experienced (>=15)
9700,Masters,STEM,16,0.0,Experienced (>=15)
9701,Graduate,Humanities,1,1.0,Limit Experienced (0-7)
9702,High School,None,6,0.0,Limit Experienced (0-7)
9703,Graduate,STEM,11,0.0,Medium Experienced (8-14)
9704,Graduate,STEM,2,1.0,Limit Experienced (0-7)
9705,Masters,STEM,10,0.0,Medium Experienced (8-14)
9706,Graduate,STEM,11,0.0,Medium Experienced (8-14)
9707,Graduate,STEM,21,1.0,Experienced (>=15)
9708,High School,None,19,0.0,Experienced (>=15)
9709,Graduate,STEM,21,0.0,Experienced (>=15)
9710,Graduate,STEM,15,0.0,Experienced (>=15)
9711,Graduate,STEM,19,0.0,Experienced (>=15)
9712,Graduate,STEM,0,1.0,Limit Experienced (0-7)
9713,Graduate,STEM,21,1.0,Experienced (>=15)
9714,Graduate,STEM,8,0.0,Medium Experienced (8-14)
9715,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9716,Graduate,STEM,16,0.0,Experienced (>=15)
9717,Graduate,STEM,14,0.0,Medium Experienced (8-14)
9718,Masters,Other,13,0.0,Medium Experienced (8-14)
9719,Graduate,STEM,3,1.0,Limit Experienced (0-7)
9720,Graduate,STEM,17,1.0,Experienced (>=15)
9721,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9722,Masters,STEM,21,0.0,Experienced (>=15)
9723,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9724,Phd,STEM,21,0.0,Experienced (>=15)
9725,Graduate,STEM,21,0.0,Experienced (>=15)
9726,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9727,Masters,STEM,7,1.0,Limit Experienced (0-7)
9728,Graduate,STEM,6,1.0,Limit Experienced (0-7)
9729,High School,None,8,0.0,Medium Experienced (8-14)
9730,Graduate,STEM,15,0.0,Experienced (>=15)
9731,Graduate,STEM,13,0.0,Medium Experienced (8-14)
9732,Masters,STEM,14,0.0,Medium Experienced (8-14)
9733,Masters,Business Degree,5,1.0,Limit Experienced (0-7)
9734,Masters,Humanities,11,0.0,Medium Experienced (8-14)
9735,Graduate,Arts,21,0.0,Experienced (>=15)
9736,High School,None,5,0.0,Limit Experienced (0-7)
9737,Masters,STEM,6,0.0,Limit Experienced (0-7)
9738,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9739,Graduate,STEM,15,0.0,Experienced (>=15)
9740,Graduate,STEM,6,1.0,Limit Experienced (0-7)
9741,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9742,Graduate,STEM,12,0.0,Medium Experienced (8-14)
9743,Graduate,STEM,21,0.0,Experienced (>=15)
9744,Graduate,STEM,5,0.0,Limit Experienced (0-7)
9745,Masters,STEM,10,1.0,Medium Experienced (8-14)
9746,Graduate,STEM,8,1.0,Medium Experienced (8-14)
9747,Masters,Humanities,2,0.0,Limit Experienced (0-7)
9748,Graduate,Arts,8,0.0,Medium Experienced (8-14)
9749,Masters,STEM,5,0.0,Limit Experienced (0-7)
9750,Graduate,STEM,21,0.0,Experienced (>=15)
9751,Graduate,STEM,21,0.0,Experienced (>=15)
9752,High School,None,20,1.0,Experienced (>=15)
9753,Graduate,STEM,21,1.0,Experienced (>=15)
9754,Graduate,STEM,17,0.0,Experienced (>=15)
9755,Graduate,STEM,21,0.0,Experienced (>=15)
9756,None,None,3,0.0,Limit Experienced (0-7)
9757,Graduate,STEM,21,0.0,Experienced (>=15)
9758,Graduate,STEM,5,1.0,Limit Experienced (0-7)
9759,Graduate,Humanities,6,0.0,Limit Experienced (0-7)
9760,Graduate,STEM,21,0.0,Experienced (>=15)
9761,Masters,STEM,9,0.0,Medium Experienced (8-14)
9762,Graduate,STEM,21,0.0,Experienced (>=15)
9763,Masters,Other,5,0.0,Limit Experienced (0-7)
9764,Graduate,STEM,21,0.0,Experienced (>=15)
9765,Masters,STEM,21,0.0,Experienced (>=15)
9766,Graduate,Humanities,8,0.0,Medium Experienced (8-14)
9767,Graduate,STEM,14,0.0,Medium Experienced (8-14)
9768,Graduate,STEM,14,1.0,Medium Experienced (8-14)
9769,Masters,STEM,9,1.0,Medium Experienced (8-14)
9770,Primary School,None,1,1.0,Limit Experienced (0-7)
9771,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9772,Masters,STEM,12,0.0,Medium Experienced (8-14)
9773,Masters,STEM,10,0.0,Medium Experienced (8-14)
9774,High School,None,1,0.0,Limit Experienced (0-7)
9775,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9776,Masters,STEM,21,1.0,Experienced (>=15)
9777,Graduate,Humanities,10,0.0,Medium Experienced (8-14)
9778,Masters,STEM,21,0.0,Experienced (>=15)
9779,Masters,STEM,11,0.0,Medium Experienced (8-14)
9780,Graduate,STEM,21,0.0,Experienced (>=15)
9781,Graduate,Humanities,21,0.0,Experienced (>=15)
9782,Phd,STEM,21,1.0,Experienced (>=15)
9783,Graduate,STEM,21,1.0,Experienced (>=15)
9784,Masters,STEM,16,0.0,Experienced (>=15)
9785,Masters,Humanities,1,0.0,Limit Experienced (0-7)
9786,High School,None,0,0.0,Limit Experienced (0-7)
9787,Graduate,STEM,13,0.0,Medium Experienced (8-14)
9788,Graduate,STEM,6,0.0,Limit Experienced (0-7)
9789,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9790,Graduate,Humanities,4,0.0,Limit Experienced (0-7)
9791,Masters,STEM,10,1.0,Medium Experienced (8-14)
9792,None,None,14,1.0,Medium Experienced (8-14)
9793,High School,None,23,0.0,Experience not provided
9794,Graduate,STEM,17,0.0,Experienced (>=15)
9795,Graduate,STEM,21,0.0,Experienced (>=15)
9796,Masters,Humanities,21,0.0,Experienced (>=15)
9797,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9798,Masters,STEM,8,0.0,Medium Experienced (8-14)
9799,Graduate,STEM,21,0.0,Experienced (>=15)
9800,High School,None,3,0.0,Limit Experienced (0-7)
9801,Masters,STEM,7,1.0,Limit Experienced (0-7)
9802,Graduate,STEM,16,0.0,Experienced (>=15)
9803,Masters,STEM,15,0.0,Experienced (>=15)
9804,High School,None,4,1.0,Limit Experienced (0-7)
9805,Masters,STEM,16,1.0,Experienced (>=15)
9806,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9807,Graduate,STEM,21,0.0,Experienced (>=15)
9808,Graduate,STEM,21,1.0,Experienced (>=15)
9809,Masters,STEM,7,1.0,Limit Experienced (0-7)
9810,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9811,High School,None,8,0.0,Medium Experienced (8-14)
9812,Graduate,Humanities,2,1.0,Limit Experienced (0-7)
9813,Graduate,STEM,21,0.0,Experienced (>=15)
9814,Primary School,None,2,0.0,Limit Experienced (0-7)
9815,Phd,STEM,14,0.0,Medium Experienced (8-14)
9816,Graduate,STEM,10,1.0,Medium Experienced (8-14)
9817,Masters,STEM,21,0.0,Experienced (>=15)
9818,Graduate,STEM,8,0.0,Medium Experienced (8-14)
9819,Graduate,STEM,3,0.0,Limit Experienced (0-7)
9820,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9821,Masters,STEM,21,0.0,Experienced (>=15)
9822,Masters,Business Degree,21,0.0,Experienced (>=15)
9823,Masters,Humanities,21,0.0,Experienced (>=15)
9824,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9825,None,None,17,0.0,Experienced (>=15)
9826,Graduate,Arts,10,0.0,Medium Experienced (8-14)
9827,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9828,Graduate,STEM,19,0.0,Experienced (>=15)
9829,Masters,STEM,7,1.0,Limit Experienced (0-7)
9830,High School,None,14,0.0,Medium Experienced (8-14)
9831,Masters,STEM,8,0.0,Medium Experienced (8-14)
9832,Masters,STEM,13,1.0,Medium Experienced (8-14)
9833,Graduate,STEM,20,0.0,Experienced (>=15)
9834,High School,None,7,0.0,Limit Experienced (0-7)
9835,Masters,STEM,9,1.0,Medium Experienced (8-14)
9836,Masters,STEM,9,1.0,Medium Experienced (8-14)
9837,Graduate,STEM,21,0.0,Experienced (>=15)
9838,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9839,Masters,STEM,2,1.0,Limit Experienced (0-7)
9840,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9841,Graduate,Humanities,21,0.0,Experienced (>=15)
9842,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9843,Graduate,STEM,21,0.0,Experienced (>=15)
9844,Graduate,STEM,6,1.0,Limit Experienced (0-7)
9845,Graduate,STEM,6,0.0,Limit Experienced (0-7)
9846,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9847,Graduate,STEM,11,0.0,Medium Experienced (8-14)
9848,Masters,STEM,16,0.0,Experienced (>=15)
9849,Graduate,STEM,21,0.0,Experienced (>=15)
9850,Graduate,STEM,21,0.0,Experienced (>=15)
9851,Masters,STEM,8,1.0,Medium Experienced (8-14)
9852,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9853,Masters,STEM,10,1.0,Medium Experienced (8-14)
9854,Graduate,STEM,0,1.0,Limit Experienced (0-7)
9855,Masters,STEM,23,0.0,Experience not provided
9856,Masters,STEM,10,0.0,Medium Experienced (8-14)
9857,Graduate,STEM,21,0.0,Experienced (>=15)
9858,Graduate,STEM,3,1.0,Limit Experienced (0-7)
9859,Masters,STEM,9,0.0,Medium Experienced (8-14)
9860,Masters,STEM,10,0.0,Medium Experienced (8-14)
9861,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9862,Phd,Humanities,21,1.0,Experienced (>=15)
9863,Masters,STEM,7,1.0,Limit Experienced (0-7)
9864,Graduate,STEM,16,0.0,Experienced (>=15)
9865,Masters,STEM,10,0.0,Medium Experienced (8-14)
9866,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9867,Masters,STEM,21,0.0,Experienced (>=15)
9868,High School,None,10,0.0,Medium Experienced (8-14)
9869,Graduate,STEM,17,0.0,Experienced (>=15)
9870,Graduate,STEM,21,0.0,Experienced (>=15)
9871,Graduate,STEM,5,1.0,Limit Experienced (0-7)
9872,Graduate,STEM,21,0.0,Experienced (>=15)
9873,Masters,STEM,13,0.0,Medium Experienced (8-14)
9874,Graduate,Business Degree,21,0.0,Experienced (>=15)
9875,High School,None,4,0.0,Limit Experienced (0-7)
9876,Masters,STEM,17,0.0,Experienced (>=15)
9877,High School,None,2,0.0,Limit Experienced (0-7)
9878,Masters,STEM,6,0.0,Limit Experienced (0-7)
9879,Graduate,STEM,6,0.0,Limit Experienced (0-7)
9880,Graduate,STEM,5,0.0,Limit Experienced (0-7)
9881,Graduate,STEM,14,0.0,Medium Experienced (8-14)
9882,Masters,STEM,8,1.0,Medium Experienced (8-14)
9883,Graduate,STEM,7,0.0,Limit Experienced (0-7)
9884,Graduate,STEM,0,1.0,Limit Experienced (0-7)
9885,Graduate,STEM,6,1.0,Limit Experienced (0-7)
9886,Primary School,None,3,0.0,Limit Experienced (0-7)
9887,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9888,None,None,3,0.0,Limit Experienced (0-7)
9889,Graduate,STEM,3,1.0,Limit Experienced (0-7)
9890,Masters,Other,4,0.0,Limit Experienced (0-7)
9891,High School,None,9,0.0,Medium Experienced (8-14)
9892,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9893,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9894,Graduate,STEM,15,1.0,Experienced (>=15)
9895,Graduate,STEM,13,0.0,Medium Experienced (8-14)
9896,High School,None,11,0.0,Medium Experienced (8-14)
9897,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9898,Graduate,STEM,4,1.0,Limit Experienced (0-7)
9899,Masters,STEM,8,0.0,Medium Experienced (8-14)
9900,Masters,STEM,21,0.0,Experienced (>=15)
9901,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9902,Masters,STEM,13,0.0,Medium Experienced (8-14)
9903,Graduate,STEM,15,0.0,Experienced (>=15)
9904,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9905,Graduate,STEM,21,1.0,Experienced (>=15)
9906,Graduate,STEM,8,0.0,Medium Experienced (8-14)
9907,High School,None,10,0.0,Medium Experienced (8-14)
9908,Graduate,Humanities,0,1.0,Limit Experienced (0-7)
9909,High School,None,4,0.0,Limit Experienced (0-7)
9910,None,None,16,1.0,Experienced (>=15)
9911,Graduate,Humanities,14,1.0,Medium Experienced (8-14)
9912,Graduate,STEM,2,1.0,Limit Experienced (0-7)
9913,High School,None,21,0.0,Experienced (>=15)
9914,None,None,6,1.0,Limit Experienced (0-7)
9915,Graduate,STEM,21,0.0,Experienced (>=15)
9916,Masters,STEM,7,0.0,Limit Experienced (0-7)
9917,Masters,STEM,9,1.0,Medium Experienced (8-14)
9918,Graduate,STEM,13,0.0,Medium Experienced (8-14)
9919,Graduate,STEM,21,0.0,Experienced (>=15)
9920,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9921,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9922,Graduate,STEM,13,0.0,Medium Experienced (8-14)
9923,Graduate,Other,1,0.0,Limit Experienced (0-7)
9924,Graduate,STEM,21,0.0,Experienced (>=15)
9925,Masters,STEM,6,0.0,Limit Experienced (0-7)
9926,Graduate,STEM,15,0.0,Experienced (>=15)
9927,Masters,STEM,14,0.0,Medium Experienced (8-14)
9928,None,None,21,0.0,Experienced (>=15)
9929,Graduate,STEM,21,1.0,Experienced (>=15)
9930,Masters,STEM,3,1.0,Limit Experienced (0-7)
9931,Graduate,STEM,5,1.0,Limit Experienced (0-7)
9932,Graduate,Business Degree,21,0.0,Experienced (>=15)
9933,Graduate,Humanities,6,1.0,Limit Experienced (0-7)
9934,Graduate,STEM,17,0.0,Experienced (>=15)
9935,High School,None,6,0.0,Limit Experienced (0-7)
9936,Masters,STEM,21,0.0,Experienced (>=15)
9937,Masters,STEM,2,1.0,Limit Experienced (0-7)
9938,None,None,21,0.0,Experienced (>=15)
9939,High School,None,7,1.0,Limit Experienced (0-7)
9940,Primary School,None,21,0.0,Experienced (>=15)
9941,Masters,STEM,10,0.0,Medium Experienced (8-14)
9942,Graduate,STEM,21,0.0,Experienced (>=15)
9943,Masters,STEM,14,0.0,Medium Experienced (8-14)
9944,High School,None,10,0.0,Medium Experienced (8-14)
9945,Graduate,STEM,21,0.0,Experienced (>=15)
9946,Graduate,STEM,12,0.0,Medium Experienced (8-14)
9947,Masters,STEM,18,0.0,Experienced (>=15)
9948,High School,None,4,0.0,Limit Experienced (0-7)
9949,Graduate,Humanities,21,1.0,Experienced (>=15)
9950,Primary School,None,19,1.0,Experienced (>=15)
9951,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9952,Graduate,STEM,12,0.0,Medium Experienced (8-14)
9953,Graduate,STEM,14,0.0,Medium Experienced (8-14)
9954,Masters,STEM,5,0.0,Limit Experienced (0-7)
9955,Masters,Humanities,2,0.0,Limit Experienced (0-7)
9956,High School,None,5,0.0,Limit Experienced (0-7)
9957,Masters,STEM,4,1.0,Limit Experienced (0-7)
9958,High School,None,3,0.0,Limit Experienced (0-7)
9959,High School,None,2,0.0,Limit Experienced (0-7)
9960,Masters,Arts,9,0.0,Medium Experienced (8-14)
9961,Graduate,STEM,8,1.0,Medium Experienced (8-14)
9962,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9963,Masters,Humanities,1,0.0,Limit Experienced (0-7)
9964,Masters,Other,7,0.0,Limit Experienced (0-7)
9965,Graduate,STEM,16,0.0,Experienced (>=15)
9966,Masters,STEM,2,0.0,Limit Experienced (0-7)
9967,Graduate,STEM,10,0.0,Medium Experienced (8-14)
9968,Masters,STEM,13,0.0,Medium Experienced (8-14)
9969,Graduate,STEM,5,0.0,Limit Experienced (0-7)
9970,Graduate,Other,3,0.0,Limit Experienced (0-7)
9971,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9972,Graduate,STEM,14,0.0,Medium Experienced (8-14)
9973,Primary School,None,4,0.0,Limit Experienced (0-7)
9974,Masters,STEM,23,0.0,Experience not provided
9975,Graduate,STEM,16,0.0,Experienced (>=15)
9976,Masters,STEM,21,0.0,Experienced (>=15)
9977,Masters,Humanities,21,0.0,Experienced (>=15)
9978,Masters,STEM,2,0.0,Limit Experienced (0-7)
9979,Masters,STEM,0,1.0,Limit Experienced (0-7)
9980,Primary School,None,6,0.0,Limit Experienced (0-7)
9981,Masters,STEM,15,0.0,Experienced (>=15)
9982,Graduate,STEM,5,0.0,Limit Experienced (0-7)
9983,Graduate,STEM,16,0.0,Experienced (>=15)
9984,Masters,Humanities,13,0.0,Medium Experienced (8-14)
9985,Graduate,STEM,9,0.0,Medium Experienced (8-14)
9986,Graduate,STEM,21,0.0,Experienced (>=15)
9987,Masters,STEM,7,0.0,Limit Experienced (0-7)
9988,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9989,Masters,STEM,9,0.0,Medium Experienced (8-14)
9990,Masters,STEM,23,0.0,Experience not provided
9991,Graduate,STEM,0,1.0,Limit Experienced (0-7)
9992,Graduate,STEM,5,0.0,Limit Experienced (0-7)
9993,Graduate,STEM,23,0.0,Experience not provided
9994,Graduate,STEM,17,0.0,Experienced (>=15)
9995,Graduate,STEM,0,0.0,Limit Experienced (0-7)
9996,Graduate,STEM,4,0.0,Limit Experienced (0-7)
9997,Graduate,STEM,2,0.0,Limit Experienced (0-7)
9998,Masters,STEM,7,1.0,Limit Experienced (0-7)
9999,Graduate,STEM,9,0.0,Medium Experienced (8-14)
10000,High School,None,8,0.0,Medium Experienced (8-14)
10001,Graduate,STEM,21,0.0,Experienced (>=15)
10002,Graduate,STEM,5,0.0,Limit Experienced (0-7)
10003,Phd,STEM,21,0.0,Experienced (>=15)
10004,High School,None,7,0.0,Limit Experienced (0-7)
10005,Primary School,None,8,0.0,Medium Experienced (8-14)
10006,Graduate,STEM,7,1.0,Limit Experienced (0-7)
10007,Graduate,STEM,4,0.0,Limit Experienced (0-7)
10008,Graduate,STEM,16,0.0,Experienced (>=15)
10009,Phd,Humanities,21,0.0,Experienced (>=15)
10010,Graduate,STEM,6,1.0,Limit Experienced (0-7)
10011,Masters,STEM,2,1.0,Limit Experienced (0-7)
10012,High School,None,2,0.0,Limit Experienced (0-7)
10013,Graduate,STEM,20,0.0,Experienced (>=15)
10014,High School,None,0,0.0,Limit Experienced (0-7)
10015,High School,None,3,0.0,Limit Experienced (0-7)
10016,Masters,STEM,1,0.0,Limit Experienced (0-7)
10017,Masters,STEM,3,0.0,Limit Experienced (0-7)
10018,Graduate,STEM,10,1.0,Medium Experienced (8-14)
10019,Graduate,STEM,3,0.0,Limit Experienced (0-7)
10020,Graduate,STEM,9,0.0,Medium Experienced (8-14)
10021,Masters,STEM,11,0.0,Medium Experienced (8-14)
10022,Graduate,STEM,7,0.0,Limit Experienced (0-7)
10023,Masters,STEM,10,0.0,Medium Experienced (8-14)
10024,Masters,STEM,9,0.0,Medium Experienced (8-14)
10025,Graduate,STEM,8,0.0,Medium Experienced (8-14)
10026,Graduate,STEM,10,0.0,Medium Experienced (8-14)
10027,Graduate,STEM,5,0.0,Limit Experienced (0-7)
10028,Primary School,None,12,0.0,Medium Experienced (8-14)
10029,Graduate,Arts,12,0.0,Medium Experienced (8-14)
10030,Graduate,STEM,21,0.0,Experienced (>=15)
10031,Graduate,STEM,21,0.0,Experienced (>=15)
10032,None,None,21,0.0,Experienced (>=15)
10033,Graduate,STEM,8,0.0,Medium Experienced (8-14)
10034,Graduate,STEM,2,0.0,Limit Experienced (0-7)
10035,Graduate,STEM,5,0.0,Limit Experienced (0-7)
10036,Graduate,STEM,2,1.0,Limit Experienced (0-7)
10037,High School,None,21,0.0,Experienced (>=15)
10038,Masters,STEM,3,0.0,Limit Experienced (0-7)
10039,Graduate,STEM,9,0.0,Medium Experienced (8-14)
10040,High School,None,5,0.0,Limit Experienced (0-7)
10041,Masters,STEM,6,0.0,Limit Experienced (0-7)
10042,Graduate,STEM,7,0.0,Limit Experienced (0-7)
10043,Graduate,STEM,20,0.0,Experienced (>=15)
10044,Graduate,STEM,13,0.0,Medium Experienced (8-14)
10045,High School,None,7,0.0,Limit Experienced (0-7)
10046,Graduate,STEM,10,0.0,Medium Experienced (8-14)
10047,Masters,STEM,21,0.0,Experienced (>=15)
10048,Graduate,STEM,15,0.0,Experienced (>=15)
10049,Graduate,No Major,7,0.0,Limit Experienced (0-7)
10050,Masters,STEM,14,0.0,Medium Experienced (8-14)
10051,Graduate,STEM,17,0.0,Experienced (>=15)
10052,None,None,10,0.0,Medium Experienced (8-14)
10053,Graduate,STEM,21,1.0,Experienced (>=15)
10054,Graduate,STEM,4,0.0,Limit Experienced (0-7)
10055,Graduate,STEM,4,0.0,Limit Experienced (0-7)
10056,Phd,Humanities,21,1.0,Experienced (>=15)
10057,High School,None,21,0.0,Experienced (>=15)
10058,Phd,STEM,21,0.0,Experienced (>=15)
10059,Graduate,STEM,5,0.0,Limit Experienced (0-7)
10060,Graduate,STEM,17,0.0,Experienced (>=15)
10061,Graduate,Other,6,0.0,Limit Experienced (0-7)
10062,Graduate,STEM,3,1.0,Limit Experienced (0-7)
10063,None,None,21,0.0,Experienced (>=15)
10064,Primary School,None,8,0.0,Medium Experienced (8-14)
10065,Masters,STEM,13,0.0,Medium Experienced (8-14)
10066,Masters,STEM,16,0.0,Experienced (>=15)
10067,Graduate,STEM,19,0.0,Experienced (>=15)
10068,Graduate,STEM,16,0.0,Experienced (>=15)
10069,Graduate,STEM,10,0.0,Medium Experienced (8-14)
10070,Graduate,STEM,14,0.0,Medium Experienced (8-14)
10071,Graduate,STEM,2,1.0,Limit Experienced (0-7)
10072,Graduate,STEM,7,0.0,Limit Experienced (0-7)
10073,Graduate,STEM,6,0.0,Limit Experienced (0-7)
10074,Graduate,STEM,15,0.0,Experienced (>=15)
10075,Graduate,STEM,14,0.0,Medium Experienced (8-14)
10076,None,None,6,0.0,Limit Experienced (0-7)
10077,Graduate,No Major,2,0.0,Limit Experienced (0-7)
10078,Graduate,STEM,5,1.0,Limit Experienced (0-7)
10079,Graduate,STEM,2,1.0,Limit Experienced (0-7)
10080,Phd,STEM,9,0.0,Medium Experienced (8-14)
10081,Graduate,STEM,21,1.0,Experienced (>=15)
10082,High School,None,0,0.0,Limit Experienced (0-7)
10083,Masters,STEM,16,0.0,Experienced (>=15)
10084,Graduate,STEM,5,0.0,Limit Experienced (0-7)
10085,Graduate,STEM,8,1.0,Medium Experienced (8-14)
10086,Graduate,Other,15,1.0,Experienced (>=15)
10087,Graduate,STEM,2,1.0,Limit Experienced (0-7)
10088,High School,None,5,0.0,Limit Experienced (0-7)
10089,Graduate,Arts,21,0.0,Experienced (>=15)
10090,Graduate,STEM,21,0.0,Experienced (>=15)
10091,Graduate,STEM,1,0.0,Limit Experienced (0-7)
10092,Masters,STEM,16,0.0,Experienced (>=15)
10093,Graduate,STEM,9,1.0,Medium Experienced (8-14)
10094,Graduate,STEM,15,0.0,Experienced (>=15)
10095,Graduate,Other,21,0.0,Experienced (>=15)
10096,High School,None,3,0.0,Limit Experienced (0-7)
10097,Masters,STEM,0,0.0,Limit Experienced (0-7)
10098,Graduate,STEM,21,0.0,Experienced (>=15)
10099,Graduate,STEM,21,0.0,Experienced (>=15)
10100,Graduate,STEM,11,0.0,Medium Experienced (8-14)
10101,Graduate,STEM,1,1.0,Limit Experienced (0-7)
10102,Graduate,STEM,18,0.0,Experienced (>=15)
10103,Primary School,None,4,1.0,Limit Experienced (0-7)
10104,High School,None,2,0.0,Limit Experienced (0-7)
10105,Graduate,STEM,2,0.0,Limit Experienced (0-7)
10106,High School,None,5,1.0,Limit Experienced (0-7)
10107,Graduate,STEM,21,0.0,Experienced (>=15)
10108,Graduate,STEM,6,0.0,Limit Experienced (0-7)
10109,Graduate,Other,21,0.0,Experienced (>=15)
10110,Graduate,STEM,10,0.0,Medium Experienced (8-14)
10111,High School,None,21,0.0,Experienced (>=15)
10112,Graduate,STEM,21,1.0,Experienced (>=15)
10113,Masters,STEM,5,0.0,Limit Experienced (0-7)
10114,Primary School,None,3,0.0,Limit Experienced (0-7)
10115,Graduate,STEM,6,0.0,Limit Experienced (0-7)
10116,Graduate,STEM,17,0.0,Experienced (>=15)
10117,Graduate,Business Degree,21,0.0,Experienced (>=15)
10118,Masters,STEM,9,0.0,Medium Experienced (8-14)
10119,None,None,12,0.0,Medium Experienced (8-14)
10120,Graduate,STEM,7,0.0,Limit Experienced (0-7)
10121,Graduate,STEM,1,1.0,Limit Experienced (0-7)
10122,Graduate,STEM,7,0.0,Limit Experienced (0-7)
10123,Graduate,STEM,12,1.0,Medium Experienced (8-14)
10124,Graduate,STEM,6,1.0,Limit Experienced (0-7)
10125,Graduate,No Major,9,1.0,Medium Experienced (8-14)
10126,Masters,Humanities,21,1.0,Experienced (>=15)
10127,Graduate,STEM,4,1.0,Limit Experienced (0-7)
