,education_level,training_hours,gender,train_level
9646,High School,30,Male,1
9648,Graduate,22,Male,1
9649,Graduate,61,Male,2
9650,Masters,145,Male,5
9651,Graduate,48,Male,2
9652,Graduate,30,Female,1
9653,Graduate,96,Male,3
9654,Graduate,108,Male,4
9655,Masters,28,Male,1
9656,High School,91,Male,3
9657,Graduate,20,Male,1
9658,Masters,54,Male,2
9660,Masters,22,Male,1
9661,Graduate,150,Male,5
9663,Graduate,32,Male,1
9664,Graduate,87,Male,3
9665,Graduate,19,Male,1
9666,Masters,44,Male,2
9667,Graduate,9,Male,1
9668,Graduate,3,Female,1
9669,Graduate,41,Male,2
9670,Graduate,116,Male,4
9671,Graduate,49,Male,2
9674,Graduate,95,Female,3
9675,Graduate,42,Male,2
9677,Graduate,87,Male,3
9679,Graduate,9,Male,1
9680,High School,107,Male,4
9681,High School,74,Male,3
9682,Masters,56,Female,2
9687,Graduate,22,Male,1
9688,Graduate,52,Male,2
9690,Graduate,82,Male,3
9691,Graduate,162,Male,5
9693,Graduate,39,Male,2
9694,Graduate,31,Male,1
9695,Graduate,40,Female,2
9698,Graduate,96,Male,3
9699,Graduate,82,Male,3
9701,Graduate,26,Male,1
9703,Graduate,24,Male,1
9704,Graduate,34,Male,2
9705,Masters,28,Male,1
9706,Graduate,40,Male,2
9707,Graduate,167,Male,5
9708,High School,26,Male,1
9709,Graduate,81,Male,3
9710,Graduate,30,Male,1
9712,Graduate,22,Male,1
9713,Graduate,7,Male,1
9714,Graduate,314,Female,10
9715,Graduate,28,Male,1
9716,Graduate,30,Male,1
9717,Graduate,110,Male,4
9718,Masters,182,Male,6
9719,Graduate,144,Female,5
9721,Graduate,114,Male,4
9722,Masters,70,Male,3
9723,Graduate,118,Female,4
9724,Phd,55,Male,2
9725,Graduate,34,Male,2
9726,Graduate,168,Female,5
9728,Graduate,68,Male,3
9729,High School,31,Male,1
9730,Graduate,32,Male,1
9731,Graduate,14,Male,1
9732,Masters,36,Male,2
9734,Masters,90,Male,3
9735,Graduate,27,Male,1
9737,Masters,29,Female,1
9738,Graduate,24,Male,1
9740,Graduate,166,Male,5
9741,Graduate,31,Male,1
9742,Graduate,10,Female,1
9743,Graduate,37,Male,2
9744,Graduate,92,Male,3
9745,Masters,60,Male,2
9746,Graduate,70,Male,3
9747,Masters,81,Male,3
9748,Graduate,23,Male,1
9749,Masters,95,Male,3
9750,Graduate,6,Male,1
9751,Graduate,80,Male,3
9752,High School,24,Male,1
9753,Graduate,30,Male,1
9754,Graduate,36,Male,2
9755,Graduate,31,Male,1
9757,Graduate,98,Male,3
9758,Graduate,31,Male,1
9759,Graduate,45,Male,2
9760,Graduate,94,Male,3
9762,Graduate,48,Male,2
9763,Masters,54,Female,2
9765,Masters,42,Male,2
9766,Graduate,21,Male,1
9767,Graduate,16,Male,1
9768,Graduate,8,Male,1
9770,Primary School,60,Male,2
9771,Graduate,83,Male,3
9773,Masters,12,Male,1
9775,Graduate,94,Male,3
9777,Graduate,150,Male,5
9778,Masters,54,Male,2
9780,Graduate,78,Male,3
9781,Graduate,96,Male,3
9782,Phd,28,Male,1
9783,Graduate,20,Male,1
9784,Masters,13,Male,1
9788,Graduate,55,Male,2
9789,Graduate,15,Male,1
9790,Graduate,68,Female,3
9791,Masters,23,Male,1
9795,Graduate,76,Male,3
9796,Masters,278,Male,9
9797,Graduate,86,Male,3
9798,Masters,20,Male,1
9799,Graduate,118,Male,4
9800,High School,9,Male,1
9803,Masters,39,Male,2
9804,High School,153,Male,5
9806,Graduate,105,Male,4
9807,Graduate,70,Male,3
9808,Graduate,188,Male,6
9809,Masters,104,Male,4
9811,High School,29,Male,1
9812,Graduate,14,Male,1
9813,Graduate,12,Male,1
9814,Primary School,103,Male,4
9815,Phd,54,Male,2
9816,Graduate,4,Male,1
9817,Masters,32,Male,1
9818,Graduate,33,Male,1
9820,Graduate,68,Male,3
9821,Masters,55,Male,2
9822,Masters,16,Male,1
9823,Masters,30,Male,1
9826,Graduate,80,Male,3
9827,Graduate,27,Male,1
9828,Graduate,16,Male,1
9829,Masters,56,Male,2
9832,Masters,57,Male,2
9833,Graduate,130,Female,4
9834,High School,43,Male,2
9835,Masters,198,Male,6
9837,Graduate,46,Male,2
9838,Graduate,109,Male,4
9839,Masters,2,Male,1
9841,Graduate,94,Male,3
9843,Graduate,162,Male,5
9844,Graduate,21,Male,1
9845,Graduate,48,Other,2
9846,Graduate,118,Male,4
9847,Graduate,37,Male,2
9848,Masters,70,Male,3
9849,Graduate,12,Male,1
9850,Graduate,117,Male,4
9851,Masters,78,Male,3
9852,Graduate,51,Male,2
9853,Masters,20,Female,1
9854,Graduate,55,Other,2
9855,Masters,21,Male,1
9856,Masters,9,Male,1
9857,Graduate,114,Male,4
9859,Masters,166,Male,5
9860,Masters,99,Male,3
9862,Phd,214,Female,7
9865,Masters,74,Male,3
9867,Masters,26,Male,1
9868,High School,145,Male,5
9869,Graduate,70,Male,3
9870,Graduate,102,Male,4
9871,Graduate,168,Male,5
9872,Graduate,83,Male,3
9873,Masters,28,Male,1
9874,Graduate,7,Male,1
9876,Masters,9,Male,1
9878,Masters,37,Male,2
9879,Graduate,170,Male,6
9880,Graduate,18,Male,1
9881,Graduate,147,Female,5
9884,Graduate,284,Male,9
9885,Graduate,34,Male,2
9887,Graduate,56,Female,2
9889,Graduate,180,Male,6
9891,High School,104,Male,4
9892,Graduate,23,Male,1
9895,Graduate,34,Male,2
9896,High School,42,Male,2
9897,Graduate,74,Male,3
9899,Masters,18,Male,1
9900,Masters,7,Male,1
9901,Graduate,10,Male,1
9902,Masters,328,Male,10
9903,Graduate,6,Male,1
9904,Graduate,53,Male,2
9905,Graduate,60,Male,2
9907,High School,51,Male,2
9908,Graduate,37,Female,2
9911,Graduate,24,Male,1
9913,High School,40,Male,2
9915,Graduate,57,Male,2
9917,Masters,68,Male,3
9918,Graduate,20,Male,1
9920,Graduate,50,Male,2
9921,Graduate,38,Male,2
9923,Graduate,34,Female,2
9926,Graduate,10,Male,1
9929,Graduate,7,Male,1
9931,Graduate,28,Male,1
9932,Graduate,25,Male,1
9933,Graduate,70,Male,3
9934,Graduate,18,Male,1
9935,High School,23,Female,1
9936,Masters,86,Male,3
9937,Masters,34,Male,2
9940,Primary School,35,Male,2
9942,Graduate,69,Male,3
9944,High School,26,Male,1
9946,Graduate,45,Male,2
9947,Masters,7,Male,1
9948,High School,12,Other,1
9949,Graduate,11,Male,1
9951,Graduate,37,Male,2
9952,Graduate,50,Male,2
9955,Masters,20,Female,1
9960,Masters,28,Female,1
9961,Graduate,57,Male,2
9962,Graduate,39,Male,2
9964,Masters,83,Female,3
9965,Graduate,90,Male,3
9966,Masters,32,Male,1
9967,Graduate,55,Male,2
9968,Masters,83,Male,3
9969,Graduate,92,Male,3
9970,Graduate,74,Male,3
9971,Graduate,46,Male,2
9972,Graduate,11,Male,1
9973,Primary School,13,Male,1
9974,Masters,216,Female,7
9975,Graduate,50,Male,2
9976,Masters,59,Male,2
9977,Masters,15,Male,1
9978,Masters,7,Female,1
9980,Primary School,56,Male,2
9981,Masters,12,Male,1
9982,Graduate,75,Female,3
9983,Graduate,12,Male,1
9986,Graduate,29,Male,1
9987,Masters,21,Female,1
9988,Graduate,5,Male,1
9989,Masters,4,Male,1
9990,Masters,46,Male,2
9991,Graduate,17,Male,1
9992,Graduate,65,Female,2
9993,Graduate,52,Male,2
9994,Graduate,75,Male,3
9995,Graduate,7,Other,1
9996,Graduate,42,Male,2
9997,Graduate,12,Male,1
9998,Masters,2,Male,1
9999,Graduate,40,Male,2
10003,Phd,18,Male,1
10004,High School,55,Male,2
10005,Primary School,4,Male,1
10006,Graduate,324,Male,10
10007,Graduate,26,Male,1
10008,Graduate,140,Male,5
10009,Phd,158,Male,5
10013,Graduate,7,Male,1
10014,High School,64,Male,2
10015,High School,22,Male,1
10016,Masters,22,Male,1
10018,Graduate,44,Male,2
10019,Graduate,50,Male,2
10020,Graduate,78,Male,3
10021,Masters,12,Male,1
10022,Graduate,28,Male,1
10023,Masters,222,Male,7
10024,Masters,13,Male,1
10026,Graduate,33,Male,1
10027,Graduate,61,Male,2
10028,Primary School,78,Male,3
10029,Graduate,50,Male,2
10030,Graduate,49,Male,2
10033,Graduate,74,Male,3
10035,Graduate,7,Male,1
10036,Graduate,65,Male,2
10037,High School,196,Male,6
10038,Masters,39,Male,2
10039,Graduate,34,Female,2
10040,High School,106,Male,4
10041,Masters,15,Male,1
10042,Graduate,86,Male,3
10043,Graduate,9,Male,1
10044,Graduate,84,Male,3
10045,High School,25,Male,1
10047,Masters,140,Female,5
10048,Graduate,14,Male,1
10049,Graduate,22,Male,1
10050,Masters,83,Male,3
10054,Graduate,70,Male,3
10056,Phd,9,Other,1
10057,High School,108,Male,4
10058,Phd,26,Male,1
10059,Graduate,70,Male,3
10060,Graduate,52,Male,2
10061,Graduate,55,Male,2
10062,Graduate,55,Male,2
10064,Primary School,162,Male,5
10065,Masters,15,Male,1
10066,Masters,80,Male,3
10067,Graduate,48,Male,2
10068,Graduate,139,Male,5
10069,Graduate,70,Male,3
10071,Graduate,59,Female,2
10072,Graduate,63,Male,2
10073,Graduate,106,Male,4
10074,Graduate,16,Male,1
10075,Graduate,64,Female,2
10077,Graduate,83,Male,3
10078,Graduate,21,Male,1
10079,Graduate,19,Male,1
10080,Phd,53,Male,2
10082,High School,59,Male,2
10083,Masters,101,Male,4
10085,Graduate,22,Female,1
10086,Graduate,68,Male,3
10087,Graduate,78,Male,3
10089,Graduate,28,Male,1
10090,Graduate,21,Male,1
10093,Graduate,34,Female,2
10094,Graduate,37,Male,2
10095,Graduate,33,Male,1
10097,Masters,114,Male,4
10098,Graduate,69,Male,3
10099,Graduate,139,Male,5
10102,Graduate,15,Male,1
10103,Primary School,25,Male,1
10104,High School,34,Male,2
10105,Graduate,6,Male,1
10107,Graduate,83,Female,3
10108,Graduate,26,Male,1
10109,Graduate,90,Other,3
10110,Graduate,7,Male,1
10111,High School,56,Male,2
10112,Graduate,80,Male,3
10113,Masters,23,Male,1
10114,Primary School,11,Male,1
10115,Graduate,11,Male,1
10116,Graduate,48,Male,2
10117,Graduate,10,Male,1
10118,Masters,2,Male,1
10120,Graduate,96,Male,3
10122,Graduate,10,Male,1
10123,Graduate,36,Male,2
10124,Graduate,56,Male,2
10125,Graduate,56,Male,2
10126,Masters,32,Male,1
10127,Graduate,18,Male,1
10128,Masters,324,Male,10
10129,Graduate,184,Male,6
10131,Graduate,49,Female,2
10133,Graduate,98,Male,3
10134,Graduate,6,Male,1
10135,Graduate,18,Male,1
10136,Graduate,32,Female,1
10137,Graduate,58,Male,2
10138,Graduate,73,Male,3
10139,Masters,21,Male,1
10140,Masters,20,Male,1
10141,Graduate,56,Male,2
10142,Graduate,6,Male,1
10143,Graduate,4,Female,1
10144,Graduate,54,Male,2
10145,Graduate,57,Male,2
10146,Masters,1,Male,1
10147,Masters,50,Male,2
10148,Graduate,10,Male,1
10149,Graduate,46,Female,2
10152,Graduate,106,Male,4
10153,Graduate,96,Male,3
10154,High School,89,Male,3
10155,Graduate,18,Male,1
10157,Graduate,39,Male,2
10158,Graduate,15,Female,1
10159,Graduate,50,Male,2
10160,Graduate,89,Male,3
10161,Graduate,45,Male,2
10162,Masters,122,Male,4
10163,Graduate,87,Male,3
10165,Graduate,13,Male,1
10166,Graduate,130,Male,4
10167,Primary School,72,Male,3
10170,Graduate,20,Male,1
10171,Graduate,25,Male,1
10172,Masters,50,Male,2
10174,Graduate,23,Male,1
10175,High School,65,Male,2
10176,Graduate,44,Male,2
10177,Graduate,9,Male,1
10178,Graduate,42,Male,2
10179,High School,155,Male,5
10181,Masters,73,Male,3
10182,Graduate,54,Male,2
10184,High School,22,Male,1
10185,Masters,21,Female,1
10186,Primary School,29,Male,1
10187,Graduate,242,Male,8
10188,Graduate,30,Male,1
10189,Masters,19,Male,1
10190,Masters,162,Male,5
10191,Graduate,8,Female,1
10192,Graduate,24,Male,1
10194,Graduate,51,Male,2
10195,High School,34,Male,2
10196,Masters,89,Male,3
10197,Masters,86,Male,3
10198,Graduate,18,Male,1
10201,Graduate,42,Male,2
10203,Masters,51,Male,2
10204,Graduate,46,Male,2
10205,High School,157,Male,5
10206,Graduate,31,Male,1
10207,Masters,102,Male,4
10208,Graduate,9,Male,1
10210,Graduate,48,Male,2
10211,Graduate,118,Male,4
10212,Graduate,118,Male,4
10214,Graduate,42,Male,2
10215,Graduate,26,Male,1
10216,Graduate,14,Male,1
10217,Graduate,78,Male,3
10218,Primary School,29,Other,1
10219,Graduate,87,Male,3
10220,Masters,15,Male,1
10222,Masters,79,Male,3
10223,Graduate,19,Male,1
10224,High School,15,Male,1
10225,Masters,62,Male,2
10227,High School,50,Male,2
10228,High School,37,Male,2
10229,Masters,82,Male,3
10231,Masters,30,Male,1
10232,Masters,168,Male,5
10235,Graduate,48,Male,2
10236,Graduate,84,Male,3
10237,Masters,116,Male,4
10238,High School,14,Male,1
10239,Graduate,76,Male,3
10240,Graduate,4,Male,1
10241,Graduate,50,Male,2
10242,Masters,68,Male,3
10243,High School,58,Male,2
10245,Masters,64,Male,2
10247,Graduate,72,Male,3
10248,Graduate,128,Male,4
10249,Graduate,53,Male,2
10250,Masters,30,Male,1
10252,Graduate,22,Male,1
10253,Masters,334,Male,10
10255,High School,36,Male,2
10256,Graduate,136,Male,5
10257,Masters,50,Male,2
10258,Graduate,126,Male,4
10259,Graduate,74,Male,3
10260,Graduate,20,Male,1
10261,Masters,50,Other,2
10262,Graduate,42,Male,2
10264,Graduate,106,Male,4
10265,High School,109,Male,4
10266,Masters,87,Male,3
10267,Masters,26,Male,1
10268,Graduate,54,Male,2
10269,Masters,20,Male,1
10271,Graduate,70,Male,3
10272,Masters,19,Male,1
10273,Graduate,62,Male,2
10274,Masters,24,Male,1
10276,Graduate,87,Male,3
10277,Masters,22,Male,1
10278,Graduate,294,Male,9
10280,Masters,131,Male,4
10282,Graduate,21,Male,1
10283,Phd,73,Male,3
10285,Graduate,65,Male,2
10286,Graduate,7,Male,1
10287,Graduate,286,Male,9
10288,Graduate,31,Male,1
10289,High School,87,Male,3
10290,Graduate,88,Male,3
10291,Graduate,21,Male,1
10292,Graduate,7,Male,1
10293,Graduate,141,Male,5
10294,Graduate,97,Male,3
10295,Graduate,8,Female,1
10296,High School,46,Male,2
10297,Graduate,12,Male,1
10300,Graduate,28,Male,1
10301,Graduate,4,Male,1
10302,Primary School,13,Male,1
10303,Graduate,42,Female,2
10304,Graduate,12,Male,1
10305,Graduate,39,Male,2
10307,Graduate,22,Female,1
10308,Graduate,39,Male,2
10310,Masters,72,Female,3
10311,High School,80,Male,3
10312,Masters,308,Male,10
10313,Phd,52,Male,2
10314,Graduate,42,Male,2
10317,Graduate,52,Male,2
10318,Graduate,53,Male,2
10319,Graduate,117,Other,4
10320,Graduate,28,Male,1
10321,Graduate,28,Male,1
10323,Masters,43,Male,2
10325,Masters,31,Male,1
10326,Graduate,102,Male,4
10327,Graduate,77,Male,3
10328,Masters,80,Male,3
10329,Graduate,20,Male,1
10330,Graduate,43,Male,2
10331,Graduate,50,Male,2
10333,Masters,59,Male,2
10334,Graduate,54,Male,2
10335,Graduate,94,Male,3
10336,Graduate,42,Male,2
10338,Graduate,22,Male,1
10339,Graduate,51,Male,2
10341,Graduate,45,Male,2
10342,Graduate,88,Male,3
10343,Masters,52,Male,2
10344,High School,26,Male,1
10345,Primary School,22,Male,1
10346,Masters,48,Male,2
10348,Masters,57,Male,2
10349,Graduate,100,Female,3
10350,Masters,15,Male,1
10351,Graduate,25,Male,1
10353,Graduate,96,Male,3
10354,Graduate,6,Male,1
10355,Graduate,9,Male,1
10357,Graduate,144,Male,5
10358,Graduate,28,Male,1
10359,Masters,57,Male,2
10360,Graduate,43,Male,2
10361,Graduate,178,Male,6
10363,High School,4,Male,1
10366,Graduate,10,Male,1
10368,Masters,4,Male,1
10369,Graduate,46,Male,2
10370,Graduate,106,Male,4
10371,High School,79,Female,3
10372,High School,3,Male,1
10373,Masters,78,Male,3
10374,Masters,23,Male,1
10375,Graduate,34,Male,2
10378,Graduate,150,Male,5
10379,Masters,5,Male,1
10381,Masters,84,Male,3
10382,Graduate,56,Male,2
10384,High School,108,Male,4
10385,Graduate,161,Male,5
10386,Graduate,68,Male,3
10387,Masters,72,Male,3
10388,Graduate,60,Male,2
10389,Graduate,262,Male,8
10391,High School,220,Male,7
10392,Masters,20,Female,1
10393,Masters,80,Male,3
10395,High School,50,Male,2
10396,Graduate,10,Male,1
10400,Graduate,150,Male,5
10401,Graduate,36,Male,2
10402,Masters,132,Male,4
10404,Masters,42,Male,2
10407,Masters,288,Male,9
10409,Phd,158,Female,5
10410,Graduate,52,Male,2
10411,Graduate,6,Male,1
10413,High School,59,Male,2
10414,Graduate,64,Female,2
10415,Masters,7,Male,1
10416,Graduate,107,Male,4
10417,Graduate,98,Male,3
10419,Graduate,222,Male,7
10420,Graduate,162,Male,5
10421,Graduate,22,Male,1
10422,Graduate,73,Male,3
10423,Masters,22,Male,1
10424,Masters,18,Male,1
10425,Graduate,16,Male,1
10427,High School,13,Male,1
10429,High School,28,Male,1
10430,Graduate,10,Female,1
10431,Graduate,65,Male,2
10432,Graduate,50,Male,2
10433,Phd,212,Male,7
10435,Masters,161,Male,5
10436,Graduate,53,Other,2
10437,Graduate,150,Male,5
10438,Masters,22,Male,1
10439,Graduate,108,Male,4
10440,High School,210,Other,7
10443,High School,27,Male,1
10445,Graduate,92,Male,3
10446,High School,109,Male,4
10447,Primary School,15,Male,1
10448,Graduate,15,Other,1
10450,Graduate,28,Male,1
10451,Masters,53,Male,2
10452,Graduate,47,Female,2
10453,Graduate,36,Male,2
10454,High School,110,Male,4
10455,Masters,42,Male,2
10456,Graduate,42,Male,2
10457,Graduate,11,Male,1
10459,Graduate,39,Male,2
10460,Masters,50,Male,2
10461,Graduate,25,Male,1
10462,Graduate,18,Male,1
10463,Graduate,15,Male,1
10464,Masters,70,Male,3
10465,Graduate,48,Male,2
10466,Masters,33,Male,1
10467,High School,91,Male,3
10468,Graduate,15,Male,1
10469,Masters,16,Male,1
10470,Graduate,61,Male,2
10471,Graduate,52,Female,2
10472,Masters,69,Male,3
10473,Primary School,63,Male,2
10474,Graduate,75,Male,3
10475,Graduate,16,Male,1
10476,High School,2,Male,1
10482,Masters,101,Female,4
10483,Masters,26,Male,1
10484,Masters,84,Female,3
10486,Phd,11,Male,1
10488,Phd,10,Male,1
10489,Masters,94,Male,3
10491,High School,51,Male,2
10495,Graduate,24,Male,1
10497,Phd,127,Male,4
10498,High School,198,Male,6
10499,Graduate,94,Male,3
10500,Graduate,17,Male,1
10502,Graduate,52,Male,2
10503,Graduate,55,Male,2
10504,High School,18,Male,1
10505,Graduate,29,Male,1
10506,Graduate,30,Male,1
10507,Graduate,135,Male,5
10508,High School,45,Male,2
10510,High School,6,Male,1
10511,Graduate,5,Male,1
10512,Graduate,11,Male,1
10514,Graduate,14,Male,1
10515,Graduate,32,Male,1
10516,Masters,47,Male,2
10517,High School,40,Male,2
10518,Masters,66,Male,2
10519,Graduate,78,Male,3
10522,Masters,105,Male,4
10523,Graduate,28,Male,1
10524,Graduate,41,Male,2
10525,Graduate,6,Male,1
10526,Graduate,90,Male,3
10528,Masters,43,Male,2
10529,Masters,13,Male,1
10530,Graduate,224,Female,7
10532,Graduate,86,Male,3
10534,Masters,44,Male,2
10536,Graduate,17,Male,1
10538,Graduate,222,Male,7
10539,Graduate,84,Male,3
10540,Graduate,44,Male,2
10541,Graduate,292,Female,9
10542,Graduate,52,Male,2
10543,Graduate,222,Male,7
10544,Graduate,109,Male,4
10545,High School,43,Male,2
10546,Graduate,20,Male,1
10547,Graduate,178,Male,6
10548,Masters,78,Male,3
10549,Graduate,120,Male,4
10550,Masters,4,Male,1
10551,Masters,22,Male,1
10553,Masters,56,Male,2
10555,Graduate,24,Male,1
10556,High School,8,Male,1
10558,Masters,92,Male,3
10562,Masters,12,Male,1
10563,Masters,188,Male,6
10564,Masters,74,Male,3
10566,Masters,34,Female,2
10568,Graduate,74,Male,3
10569,Masters,42,Male,2
10571,Masters,21,Male,1
10572,Graduate,50,Male,2
10573,Masters,158,Male,5
10574,Graduate,65,Male,2
10575,Masters,62,Male,2
10576,Masters,110,Male,4
10577,Graduate,7,Male,1
10578,Graduate,60,Male,2
10580,Masters,166,Male,5
10581,Graduate,51,Male,2
10582,Masters,165,Male,5
10583,Graduate,22,Male,1
10584,Graduate,128,Male,4
10585,Graduate,43,Male,2
10586,Graduate,18,Male,1
10587,Masters,9,Male,1
10591,Phd,47,Male,2
10593,Graduate,46,Male,2
10594,Graduate,22,Female,1
10595,Graduate,130,Male,4
10596,Masters,14,Male,1
10597,Graduate,19,Male,1
10598,Masters,109,Male,4
10599,Graduate,61,Male,2
10601,Masters,134,Male,4
10602,Masters,20,Male,1
10603,Masters,45,Male,2
10604,Graduate,53,Male,2
10605,Masters,20,Male,1
10606,Graduate,112,Male,4
10608,Graduate,67,Male,2
10609,Graduate,154,Male,5
10610,Graduate,12,Male,1
10612,High School,74,Male,3
10613,Masters,154,Male,5
10614,Graduate,155,Male,5
10615,Graduate,13,Male,1
10618,Masters,268,Female,8
10619,High School,104,Male,4
10620,Graduate,48,Male,2
10621,Masters,14,Male,1
10622,Graduate,26,Male,1
10624,Graduate,70,Male,3
10625,Graduate,10,Male,1
10626,High School,58,Male,2
10627,High School,66,Male,2
10628,Graduate,5,Male,1
10629,Graduate,50,Other,2
10630,Graduate,16,Male,1
10631,Graduate,70,Male,3
10632,Graduate,14,Male,1
10633,Graduate,12,Male,1
10634,Graduate,4,Male,1
10635,Graduate,19,Other,1
10636,Graduate,114,Male,4
10637,Masters,20,Male,1
10639,Graduate,51,Male,2
10640,Graduate,152,Male,5
10641,Graduate,98,Male,3
10642,Graduate,2,Male,1
10643,Graduate,80,Male,3
10644,Graduate,38,Male,2
10645,Masters,53,Male,2
10648,Graduate,84,Male,3
10649,Graduate,12,Male,1
10650,High School,8,Other,1
10651,Graduate,86,Female,3
10653,Masters,40,Male,2
10655,Graduate,140,Male,5
10658,Graduate,37,Male,2
10659,Graduate,42,Male,2
10660,Graduate,10,Male,1
10662,High School,35,Male,2
10663,Masters,46,Male,2
10664,Graduate,7,Male,1
10665,Masters,92,Male,3
10666,Graduate,37,Male,2
10669,Masters,136,Male,5
10670,Graduate,24,Male,1
10671,Graduate,18,Male,1
10672,Masters,48,Male,2
10674,Graduate,31,Male,1
10675,High School,74,Male,3
10676,Masters,24,Male,1
10677,Graduate,8,Female,1
10678,High School,34,Male,2
10679,Graduate,90,Female,3
10681,Graduate,112,Male,4
10682,Graduate,61,Male,2
10683,Graduate,104,Male,4
10684,Graduate,178,Female,6
10685,Graduate,40,Male,2
10686,Masters,21,Male,1
10687,Graduate,78,Male,3
10688,Graduate,28,Male,1
10691,Graduate,24,Male,1
10692,Graduate,42,Male,2
10693,Graduate,28,Male,1
10695,Masters,37,Male,2
10696,Graduate,56,Male,2
10698,Graduate,10,Male,1
10700,Graduate,70,Male,3
10701,Masters,112,Male,4
10703,High School,110,Male,4
10704,High School,48,Male,2
10705,High School,99,Male,3
10706,Masters,30,Male,1
10707,Graduate,48,Male,2
10709,Masters,13,Male,1
10710,High School,60,Male,2
10711,Graduate,34,Male,2
10712,Graduate,262,Male,8
10713,Masters,67,Male,2
10714,Graduate,32,Male,1
10715,High School,17,Male,1
10716,High School,51,Male,2
10717,Masters,27,Male,1
10718,Graduate,56,Male,2
10719,Graduate,14,Male,1
10721,Graduate,76,Male,3
10722,Masters,21,Male,1
10723,Graduate,10,Male,1
10724,High School,10,Male,1
10725,Graduate,78,Male,3
10729,Masters,63,Male,2
10730,Graduate,41,Male,2
10732,Graduate,36,Male,2
10733,Graduate,22,Male,1
10734,Graduate,21,Male,1
10735,Graduate,9,Male,1
10736,Graduate,44,Male,2
10737,Graduate,105,Male,4
10738,Graduate,102,Male,4
10739,Masters,90,Male,3
10740,Masters,192,Male,6
10741,Phd,25,Male,1
10742,Graduate,74,Male,3
10743,Primary School,28,Male,1
10744,Graduate,90,Male,3
10745,Masters,65,Male,2
10747,Primary School,28,Male,1
10748,Graduate,114,Male,4
10749,Masters,118,Male,4
10750,Graduate,19,Female,1
10751,Graduate,72,Male,3
10753,Graduate,39,Female,2
10754,Graduate,24,Male,1
10755,Graduate,6,Female,1
10756,Masters,242,Male,8
10759,Graduate,84,Male,3
10760,Graduate,51,Male,2
10761,Graduate,270,Male,9
10762,Graduate,28,Male,1
10763,Graduate,35,Male,2
10764,Masters,25,Male,1
10766,Masters,15,Male,1
10768,Masters,106,Male,4
10769,Masters,42,Male,2
10770,Masters,26,Male,1
10771,Masters,101,Male,4
10772,Graduate,5,Male,1
10773,Graduate,9,Male,1
10774,Graduate,20,Male,1
10775,Graduate,18,Male,1
10776,Graduate,25,Male,1
10777,Masters,16,Male,1
10778,Graduate,60,Male,2
10784,Graduate,72,Male,3
10785,Graduate,41,Male,2
10786,Graduate,20,Male,1
10787,Masters,316,Male,10
10788,Graduate,60,Male,2
10790,Masters,16,Female,1
10791,Graduate,31,Male,1
10792,Graduate,101,Male,4
10794,Graduate,43,Male,2
10795,Masters,144,Male,5
10796,Graduate,27,Male,1
10797,Masters,28,Male,1
10801,Graduate,67,Male,2
10802,Graduate,59,Other,2
10803,Graduate,26,Male,1
10804,Masters,2,Male,1
10809,Graduate,196,Male,6
10811,Masters,246,Female,8
10812,Graduate,45,Male,2
10813,Masters,47,Male,2
10814,Graduate,140,Male,5
10815,Graduate,11,Other,1
10816,Graduate,11,Male,1
10817,Graduate,16,Male,1
10818,Graduate,57,Male,2
10820,Graduate,89,Male,3
10821,Graduate,24,Male,1
10822,Masters,41,Male,2
10823,Graduate,4,Male,1
10825,Graduate,6,Male,1
10826,Masters,12,Male,1
10827,Graduate,6,Female,1
10828,Graduate,56,Male,2
10829,Graduate,103,Male,4
10830,Graduate,17,Female,1
10831,Masters,47,Male,2
10833,Graduate,42,Male,2
10834,Graduate,32,Male,1
10836,Masters,61,Male,2
10837,Masters,112,Male,4
10838,Graduate,41,Male,2
10839,Masters,44,Male,2
10841,Graduate,9,Male,1
10843,Masters,10,Male,1
10847,Graduate,9,Male,1
10848,Graduate,19,Male,1
10849,Graduate,69,Male,3
10850,Graduate,8,Male,1
10851,Masters,126,Female,4
10852,Graduate,48,Male,2
10854,Graduate,48,Male,2
10855,High School,36,Male,2
10856,Masters,54,Female,2
10857,High School,12,Male,1
10858,Masters,14,Male,1
10859,Graduate,8,Male,1
10860,Graduate,46,Male,2
10861,High School,146,Male,5
10862,Graduate,60,Male,2
10864,Graduate,3,Male,1
10866,Masters,31,Male,1
10868,Graduate,222,Male,7
10869,Graduate,192,Male,6
10870,Masters,23,Male,1
10873,High School,59,Male,2
10874,Graduate,15,Female,1
10876,Masters,35,Female,2
10878,High School,34,Male,2
10880,Graduate,129,Male,4
10881,Graduate,48,Other,2
10882,Graduate,103,Male,4
10883,Graduate,107,Male,4
10884,Masters,11,Male,1
10885,Phd,13,Male,1
10886,High School,160,Male,5
10887,Graduate,53,Male,2
10888,Graduate,161,Male,5
10889,Graduate,102,Male,4
10890,Primary School,7,Male,1
10891,Graduate,80,Male,3
10892,Graduate,67,Male,2
10893,Graduate,112,Male,4
10894,Graduate,8,Male,1
10895,Graduate,292,Male,9
10897,Graduate,14,Male,1
10899,Phd,22,Male,1
10900,Masters,84,Male,3
10901,Graduate,167,Male,5
10903,Graduate,45,Female,2
10904,High School,88,Male,3
10905,Graduate,21,Male,1
10906,High School,56,Male,2
10907,Masters,37,Male,2
10910,Graduate,23,Female,1
10911,Graduate,5,Male,1
10912,Masters,37,Male,2
