,education_level,major_discipline,experience,target,experience_level
11027,High School,None,3,0.0,Limit Experienced
11028,High School,None,1,0.0,Limit Experienced
11029,Masters,STEM,8,0.0,Medium Experienced
11030,Phd,STEM,11,1.0,Medium Experienced
11031,Graduate,STEM,5,1.0,Limit Experienced
11032,Graduate,STEM,6,0.0,Limit Experienced
11033,Masters,STEM,11,0.0,Medium Experienced
11034,Graduate,Arts,3,0.0,Limit Experienced
11035,High School,None,1,0.0,Limit Experienced
11036,Graduate,STEM,12,0.0,Medium Experienced
11037,None,None,4,0.0,Limit Experienced
11038,Graduate,STEM,8,0.0,Medium Experienced
11039,Phd,STEM,10,0.0,Medium Experienced
11040,Graduate,STEM,4,1.0,Limit Experienced
11041,Graduate,STEM,7,0.0,Limit Experienced
11042,Graduate,STEM,17,0.0,Experienced
11043,Graduate,STEM,5,0.0,Limit Experienced
11044,High School,None,4,0.0,Limit Experienced
11045,High School,None,3,0.0,Limit Experienced
11046,Graduate,STEM,16,0.0,Experienced
11047,Graduate,STEM,18,0.0,Experienced
11048,Graduate,STEM,6,1.0,Limit Experienced
11049,Graduate,STEM,4,1.0,Limit Experienced
11050,Graduate,STEM,16,1.0,Experienced
11051,High School,None,5,0.0,Limit Experienced
11052,Graduate,STEM,6,0.0,Limit Experienced
11053,Graduate,STEM,21,0.0,Experienced
11054,Graduate,STEM,5,0.0,Limit Experienced
11055,Graduate,STEM,21,0.0,Experienced
11056,Graduate,STEM,4,1.0,Limit Experienced
11057,Masters,STEM,21,0.0,Experienced
11058,Graduate,STEM,9,1.0,Medium Experienced
11059,None,None,0,0.0,Limit Experienced
11060,Masters,STEM,13,0.0,Medium Experienced
11061,High School,None,4,0.0,Limit Experienced
11062,Graduate,STEM,14,0.0,Medium Experienced
11063,Graduate,STEM,21,0.0,Experienced
11064,Graduate,STEM,5,1.0,Limit Experienced
11065,Masters,Business Degree,15,0.0,Experienced
11066,Graduate,STEM,14,1.0,Medium Experienced
11067,Graduate,STEM,1,1.0,Limit Experienced
11068,Masters,STEM,14,0.0,Medium Experienced
11069,Masters,STEM,12,0.0,Medium Experienced
11070,Graduate,STEM,11,0.0,Medium Experienced
11071,Masters,STEM,21,0.0,Experienced
11072,Graduate,STEM,21,0.0,Experienced
11073,Masters,STEM,8,1.0,Medium Experienced
11074,Graduate,STEM,9,0.0,Medium Experienced
11075,Graduate,STEM,15,0.0,Experienced
11076,Graduate,STEM,14,1.0,Medium Experienced
11077,Graduate,STEM,15,0.0,Experienced
11078,Graduate,STEM,3,0.0,Limit Experienced
11079,Masters,STEM,6,1.0,Limit Experienced
11080,Graduate,Business Degree,21,0.0,Experienced
11081,Graduate,STEM,20,0.0,Experienced
11082,Graduate,STEM,14,0.0,Medium Experienced
11083,Graduate,STEM,11,0.0,Medium Experienced
11084,Graduate,STEM,17,1.0,Experienced
11085,Masters,Humanities,21,0.0,Experienced
11086,Graduate,No Major,21,0.0,Experienced
11087,Masters,STEM,8,1.0,Medium Experienced
11088,Graduate,STEM,16,0.0,Experienced
11089,Graduate,STEM,21,0.0,Experienced
11090,Graduate,STEM,15,0.0,Experienced
11091,Graduate,STEM,0,1.0,Limit Experienced
11092,Graduate,STEM,4,0.0,Limit Experienced
11093,Graduate,STEM,11,1.0,Medium Experienced
11094,Masters,STEM,8,1.0,Medium Experienced
11095,Graduate,STEM,19,0.0,Experienced
11096,Graduate,STEM,0,0.0,Limit Experienced
11097,Masters,STEM,16,0.0,Experienced
11098,Graduate,STEM,11,0.0,Medium Experienced
11099,Phd,STEM,12,0.0,Medium Experienced
11100,Graduate,STEM,9,1.0,Medium Experienced
11101,High School,None,5,0.0,Limit Experienced
11102,Graduate,STEM,7,0.0,Limit Experienced
11103,Graduate,STEM,5,0.0,Limit Experienced
11104,Graduate,STEM,7,1.0,Limit Experienced
11105,Graduate,STEM,9,0.0,Medium Experienced
11106,Masters,STEM,20,0.0,Experienced
11107,Masters,STEM,21,0.0,Experienced
11108,Graduate,STEM,5,0.0,Limit Experienced
11109,Graduate,STEM,17,0.0,Experienced
11110,High School,None,15,1.0,Experienced
11111,Graduate,STEM,15,0.0,Experienced
11112,Masters,STEM,9,0.0,Medium Experienced
11113,Graduate,STEM,3,0.0,Limit Experienced
11114,Graduate,STEM,5,0.0,Limit Experienced
11115,Graduate,Humanities,13,0.0,Medium Experienced
11116,None,None,2,0.0,Limit Experienced
11117,Graduate,Humanities,21,1.0,Experienced
11118,Masters,STEM,21,0.0,Experienced
11119,Graduate,Arts,4,0.0,Limit Experienced
11120,Graduate,Other,6,0.0,Limit Experienced
11121,Graduate,STEM,5,0.0,Limit Experienced
11122,Graduate,STEM,2,1.0,Limit Experienced
11123,Graduate,STEM,7,0.0,Limit Experienced
11124,Graduate,STEM,5,0.0,Limit Experienced
11125,Graduate,STEM,8,1.0,Medium Experienced
11126,Masters,STEM,8,0.0,Medium Experienced
11127,Masters,STEM,14,0.0,Medium Experienced
11128,Graduate,STEM,5,1.0,Limit Experienced
11129,High School,None,1,0.0,Limit Experienced
11130,Graduate,STEM,11,0.0,Medium Experienced
11131,High School,None,6,0.0,Limit Experienced
11132,High School,None,5,0.0,Limit Experienced
11133,Graduate,STEM,19,0.0,Experienced
11134,Masters,STEM,11,0.0,Medium Experienced
11135,Graduate,STEM,9,1.0,Medium Experienced
11136,High School,None,1,1.0,Limit Experienced
11137,Graduate,STEM,15,0.0,Experienced
11138,Masters,STEM,21,0.0,Experienced
11139,Phd,STEM,21,0.0,Experienced
11140,Graduate,STEM,9,0.0,Medium Experienced
11141,Masters,Humanities,1,0.0,Limit Experienced
11142,Graduate,STEM,21,0.0,Experienced
11143,Primary School,None,8,0.0,Medium Experienced
11144,Graduate,STEM,5,0.0,Limit Experienced
11145,Graduate,STEM,4,0.0,Limit Experienced
11146,Graduate,STEM,3,1.0,Limit Experienced
11147,Masters,STEM,21,0.0,Experienced
11148,Graduate,No Major,8,0.0,Medium Experienced
11149,Masters,STEM,4,1.0,Limit Experienced
11150,Graduate,STEM,11,1.0,Medium Experienced
11151,Graduate,STEM,2,0.0,Limit Experienced
11152,High School,None,2,0.0,Limit Experienced
11153,Graduate,STEM,4,0.0,Limit Experienced
11154,High School,None,5,0.0,Limit Experienced
11155,Graduate,STEM,15,0.0,Experienced
11156,High School,None,2,0.0,Limit Experienced
11157,Masters,STEM,21,0.0,Experienced
11158,Graduate,STEM,13,0.0,Medium Experienced
11159,Graduate,Other,21,1.0,Experienced
11160,Masters,Humanities,21,0.0,Experienced
11161,Graduate,STEM,21,0.0,Experienced
11162,Graduate,STEM,6,1.0,Limit Experienced
11163,Graduate,STEM,4,1.0,Limit Experienced
11164,Graduate,STEM,2,1.0,Limit Experienced
11165,Graduate,STEM,6,1.0,Limit Experienced
11166,Graduate,STEM,7,0.0,Limit Experienced
11167,Graduate,STEM,21,0.0,Experienced
11168,Graduate,STEM,21,0.0,Experienced
11169,Graduate,STEM,11,1.0,Medium Experienced
11170,Graduate,STEM,7,1.0,Limit Experienced
11171,Masters,STEM,3,0.0,Limit Experienced
11172,Graduate,STEM,5,0.0,Limit Experienced
11173,Graduate,STEM,21,0.0,Experienced
11174,High School,None,3,0.0,Limit Experienced
11175,Graduate,STEM,21,0.0,Experienced
11176,Graduate,STEM,2,0.0,Limit Experienced
11177,Graduate,STEM,3,0.0,Limit Experienced
11178,Graduate,STEM,10,0.0,Medium Experienced
11179,Masters,STEM,4,0.0,Limit Experienced
11180,Graduate,STEM,7,0.0,Limit Experienced
11181,Graduate,STEM,5,0.0,Limit Experienced
11182,Masters,Humanities,18,1.0,Experienced
11183,Primary School,None,1,0.0,Limit Experienced
11184,Graduate,Humanities,21,0.0,Experienced
11185,Graduate,STEM,12,0.0,Medium Experienced
11186,Graduate,STEM,5,0.0,Limit Experienced
11187,Masters,STEM,21,0.0,Experienced
11188,Masters,STEM,14,1.0,Medium Experienced
11189,Graduate,Humanities,15,0.0,Experienced
11190,Masters,STEM,5,0.0,Limit Experienced
11191,Masters,STEM,9,1.0,Medium Experienced
11192,Graduate,Humanities,21,1.0,Experienced
11193,Graduate,STEM,14,0.0,Medium Experienced
11194,Graduate,STEM,6,0.0,Limit Experienced
11195,Graduate,STEM,12,1.0,Medium Experienced
11196,Masters,STEM,16,0.0,Experienced
11197,Graduate,STEM,15,0.0,Experienced
11198,Graduate,STEM,12,0.0,Medium Experienced
11199,Masters,STEM,10,0.0,Medium Experienced
11200,Masters,STEM,10,1.0,Medium Experienced
11201,Masters,STEM,0,0.0,Limit Experienced
11202,High School,None,11,0.0,Medium Experienced
11203,Graduate,STEM,8,0.0,Medium Experienced
11204,Masters,Humanities,21,0.0,Experienced
11205,Graduate,STEM,4,0.0,Limit Experienced
11206,Graduate,STEM,6,1.0,Limit Experienced
11207,Graduate,STEM,21,0.0,Experienced
11208,Graduate,STEM,16,0.0,Experienced
11209,Masters,STEM,12,0.0,Medium Experienced
11210,Graduate,STEM,4,1.0,Limit Experienced
11211,Masters,STEM,18,0.0,Experienced
11212,Graduate,STEM,21,1.0,Experienced
11213,Graduate,STEM,2,0.0,Limit Experienced
11214,Masters,Humanities,21,1.0,Experienced
11215,Graduate,STEM,5,0.0,Limit Experienced
11216,Graduate,Other,2,1.0,Limit Experienced
11217,Graduate,STEM,7,0.0,Limit Experienced
11218,Graduate,STEM,10,0.0,Medium Experienced
11219,Graduate,STEM,10,0.0,Medium Experienced
11220,Graduate,STEM,2,1.0,Limit Experienced
11221,Graduate,STEM,10,0.0,Medium Experienced
11222,Masters,STEM,18,0.0,Experienced
11223,Masters,STEM,16,0.0,Experienced
11224,Masters,STEM,8,0.0,Medium Experienced
11225,Graduate,STEM,9,0.0,Medium Experienced
11226,Graduate,STEM,13,0.0,Medium Experienced
11227,Graduate,STEM,8,0.0,Medium Experienced
11228,Masters,Business Degree,10,0.0,Medium Experienced
11229,Graduate,STEM,9,0.0,Medium Experienced
11230,Graduate,STEM,7,0.0,Limit Experienced
11231,Graduate,STEM,1,0.0,Limit Experienced
11232,Masters,STEM,2,0.0,Limit Experienced
11233,Graduate,STEM,21,0.0,Experienced
11234,Graduate,STEM,4,0.0,Limit Experienced
11235,Masters,Arts,17,0.0,Experienced
11236,Masters,STEM,6,1.0,Limit Experienced
11237,Graduate,STEM,21,0.0,Experienced
11238,Masters,STEM,6,0.0,Limit Experienced
11239,Masters,STEM,15,1.0,Experienced
11240,Graduate,STEM,9,0.0,Medium Experienced
11241,Masters,STEM,16,0.0,Experienced
11242,Graduate,STEM,11,0.0,Medium Experienced
11243,Graduate,STEM,19,0.0,Experienced
11244,Masters,Business Degree,5,0.0,Limit Experienced
11245,Graduate,STEM,2,0.0,Limit Experienced
11246,Graduate,STEM,18,0.0,Experienced
11247,Masters,STEM,0,0.0,Limit Experienced
11248,Graduate,STEM,12,0.0,Medium Experienced
11249,Graduate,Humanities,15,1.0,Experienced
11250,High School,None,8,0.0,Medium Experienced
11251,Masters,STEM,3,0.0,Limit Experienced
11252,High School,None,1,0.0,Limit Experienced
11253,High School,None,3,0.0,Limit Experienced
11254,High School,None,21,0.0,Experienced
11255,Graduate,STEM,6,1.0,Limit Experienced
11256,Graduate,STEM,2,0.0,Limit Experienced
11257,Phd,STEM,21,0.0,Experienced
11258,Graduate,STEM,21,0.0,Experienced
11259,Graduate,STEM,10,0.0,Medium Experienced
11260,Masters,STEM,14,1.0,Medium Experienced
11261,Graduate,STEM,5,1.0,Limit Experienced
11262,Masters,STEM,10,1.0,Medium Experienced
11263,Graduate,STEM,6,0.0,Limit Experienced
11264,Graduate,STEM,7,0.0,Limit Experienced
11265,Masters,STEM,11,0.0,Medium Experienced
11266,Graduate,STEM,21,0.0,Experienced
11267,Graduate,Arts,3,0.0,Limit Experienced
11268,Masters,STEM,8,0.0,Medium Experienced
11269,Graduate,STEM,4,0.0,Limit Experienced
11270,Graduate,STEM,7,0.0,Limit Experienced
11271,Masters,Humanities,21,0.0,Experienced
11272,Graduate,STEM,10,1.0,Medium Experienced
11273,Graduate,STEM,6,0.0,Limit Experienced
11274,Graduate,STEM,21,0.0,Experienced
11275,Graduate,STEM,9,0.0,Medium Experienced
11276,Phd,STEM,18,0.0,Experienced
11277,Graduate,STEM,10,0.0,Medium Experienced
11278,Graduate,STEM,9,0.0,Medium Experienced
11279,Graduate,STEM,6,0.0,Limit Experienced
11280,Graduate,STEM,8,0.0,Medium Experienced
11281,Masters,STEM,17,0.0,Experienced
11282,Graduate,STEM,21,0.0,Experienced
11283,Graduate,STEM,21,0.0,Experienced
11284,Graduate,STEM,21,1.0,Experienced
11285,Masters,STEM,21,0.0,Experienced
11286,Masters,STEM,21,1.0,Experienced
11287,Graduate,STEM,20,0.0,Experienced
11288,Graduate,Business Degree,7,0.0,Limit Experienced
11289,Graduate,STEM,5,1.0,Limit Experienced
11290,Masters,Humanities,8,0.0,Medium Experienced
11291,Graduate,STEM,10,0.0,Medium Experienced
11292,Graduate,STEM,6,0.0,Limit Experienced
11293,Graduate,STEM,8,1.0,Medium Experienced
11294,Masters,STEM,13,1.0,Medium Experienced
11295,Graduate,STEM,7,0.0,Limit Experienced
11296,Graduate,STEM,21,0.0,Experienced
11297,Graduate,STEM,3,1.0,Limit Experienced
11298,Masters,STEM,4,1.0,Limit Experienced
11299,High School,None,2,0.0,Limit Experienced
11300,Graduate,STEM,7,1.0,Limit Experienced
11301,Graduate,STEM,6,1.0,Limit Experienced
11302,Graduate,STEM,21,0.0,Experienced
11303,Graduate,STEM,15,1.0,Experienced
11304,Graduate,STEM,10,0.0,Medium Experienced
11305,Graduate,STEM,7,0.0,Limit Experienced
11306,High School,None,4,0.0,Limit Experienced
11307,Masters,STEM,21,0.0,Experienced
11308,Graduate,No Major,21,1.0,Experienced
11309,Graduate,STEM,15,0.0,Experienced
11310,Graduate,STEM,21,0.0,Experienced
11311,High School,None,6,0.0,Limit Experienced
11312,Primary School,None,1,1.0,Limit Experienced
11313,Graduate,STEM,9,1.0,Medium Experienced
11314,Graduate,STEM,4,0.0,Limit Experienced
11315,Graduate,STEM,8,1.0,Medium Experienced
11316,Graduate,STEM,5,0.0,Limit Experienced
11317,None,None,3,0.0,Limit Experienced
11318,Graduate,STEM,16,0.0,Experienced
11319,High School,None,4,0.0,Limit Experienced
11320,Graduate,STEM,5,0.0,Limit Experienced
11321,Masters,STEM,11,0.0,Medium Experienced
11322,Masters,STEM,21,0.0,Experienced
11323,Graduate,STEM,3,1.0,Limit Experienced
11324,Graduate,STEM,11,1.0,Medium Experienced
11325,Graduate,STEM,14,0.0,Medium Experienced
11326,Graduate,STEM,0,1.0,Limit Experienced
11327,Primary School,None,0,1.0,Limit Experienced
11328,Masters,STEM,16,0.0,Experienced
11329,Masters,STEM,16,0.0,Experienced
11330,Graduate,STEM,15,0.0,Experienced
11331,Graduate,STEM,10,1.0,Medium Experienced
11332,Masters,Humanities,21,0.0,Experienced
11333,Masters,Business Degree,15,0.0,Experienced
11334,Phd,STEM,10,0.0,Medium Experienced
11335,Masters,Humanities,15,1.0,Experienced
11336,None,None,20,0.0,Experienced
11337,Masters,STEM,10,0.0,Medium Experienced
11338,High School,None,3,1.0,Limit Experienced
11339,Graduate,STEM,9,0.0,Medium Experienced
11340,Graduate,STEM,15,0.0,Experienced
11341,Graduate,STEM,8,1.0,Medium Experienced
11342,Graduate,STEM,5,0.0,Limit Experienced
11343,Graduate,Business Degree,21,0.0,Experienced
11344,Graduate,STEM,2,1.0,Limit Experienced
11345,Graduate,STEM,14,1.0,Medium Experienced
11346,Graduate,STEM,2,1.0,Limit Experienced
11347,High School,None,1,1.0,Limit Experienced
11348,Masters,STEM,16,0.0,Experienced
11349,Primary School,None,6,0.0,Limit Experienced
11350,Graduate,STEM,21,0.0,Experienced
11351,Phd,STEM,21,0.0,Experienced
11352,Masters,STEM,10,1.0,Medium Experienced
11353,Graduate,STEM,21,1.0,Experienced
11354,Graduate,Business Degree,11,0.0,Medium Experienced
11355,Masters,STEM,12,0.0,Medium Experienced
11356,Masters,STEM,4,0.0,Limit Experienced
11357,Graduate,STEM,21,1.0,Experienced
11358,Graduate,STEM,14,0.0,Medium Experienced
11359,Masters,STEM,11,0.0,Medium Experienced
11360,High School,None,4,0.0,Limit Experienced
11361,Masters,STEM,5,1.0,Limit Experienced
11362,Masters,STEM,10,0.0,Medium Experienced
11363,Graduate,STEM,12,0.0,Medium Experienced
11364,Graduate,STEM,8,0.0,Medium Experienced
11365,High School,None,1,1.0,Limit Experienced
11366,High School,None,1,1.0,Limit Experienced
11367,Masters,STEM,8,0.0,Medium Experienced
11368,Graduate,STEM,3,0.0,Limit Experienced
11369,High School,None,3,1.0,Limit Experienced
11370,Masters,STEM,6,0.0,Limit Experienced
11371,Phd,STEM,21,0.0,Experienced
11372,Masters,STEM,8,0.0,Medium Experienced
11373,Graduate,STEM,21,0.0,Experienced
11374,Masters,STEM,6,0.0,Limit Experienced
11375,Graduate,STEM,19,0.0,Experienced
11376,Graduate,STEM,6,0.0,Limit Experienced
11377,Graduate,Other,3,1.0,Limit Experienced
11378,Graduate,STEM,2,1.0,Limit Experienced
11379,High School,None,1,1.0,Limit Experienced
11380,Graduate,STEM,19,0.0,Experienced
11381,Graduate,STEM,2,1.0,Limit Experienced
11382,High School,None,3,1.0,Limit Experienced
11383,Graduate,STEM,4,0.0,Limit Experienced
11384,Graduate,STEM,5,1.0,Limit Experienced
11385,Graduate,STEM,1,0.0,Limit Experienced
11386,Graduate,Other,0,0.0,Limit Experienced
11387,Masters,STEM,12,0.0,Medium Experienced
11388,High School,None,6,0.0,Limit Experienced
11389,High School,None,5,0.0,Limit Experienced
11390,Masters,STEM,8,1.0,Medium Experienced
11391,High School,None,7,0.0,Limit Experienced
11392,Masters,STEM,20,0.0,Experienced
11393,Graduate,STEM,21,1.0,Experienced
11394,Graduate,STEM,9,0.0,Medium Experienced
11395,Masters,STEM,21,0.0,Experienced
11396,High School,None,21,0.0,Experienced
11397,Graduate,STEM,12,0.0,Medium Experienced
11398,Masters,Humanities,2,0.0,Limit Experienced
11399,Graduate,Other,13,0.0,Medium Experienced
11400,High School,None,2,0.0,Limit Experienced
11401,Masters,STEM,12,0.0,Medium Experienced
11402,Phd,STEM,11,0.0,Medium Experienced
11403,Graduate,STEM,12,1.0,Medium Experienced
11404,Graduate,STEM,10,0.0,Medium Experienced
11405,Masters,STEM,6,1.0,Limit Experienced
11406,Masters,STEM,7,0.0,Limit Experienced
11407,Graduate,STEM,3,0.0,Limit Experienced
11408,High School,None,1,0.0,Limit Experienced
11409,None,None,8,0.0,Medium Experienced
11410,Graduate,STEM,3,1.0,Limit Experienced
11411,Masters,STEM,21,0.0,Experienced
11412,High School,None,8,0.0,Medium Experienced
11413,Graduate,STEM,0,1.0,Limit Experienced
11414,Graduate,STEM,5,0.0,Limit Experienced
11415,Graduate,STEM,21,0.0,Experienced
11416,Graduate,STEM,6,0.0,Limit Experienced
11417,Graduate,STEM,12,0.0,Medium Experienced
11418,Graduate,STEM,8,0.0,Medium Experienced
11419,Graduate,STEM,14,0.0,Medium Experienced
11420,Graduate,STEM,3,0.0,Limit Experienced
11421,Masters,STEM,9,0.0,Medium Experienced
11422,Graduate,STEM,8,1.0,Medium Experienced
11423,Masters,STEM,21,0.0,Experienced
11424,Graduate,STEM,9,0.0,Medium Experienced
11425,Graduate,STEM,9,1.0,Medium Experienced
11426,Graduate,STEM,6,0.0,Limit Experienced
11427,Masters,STEM,13,0.0,Medium Experienced
11428,Graduate,Other,5,0.0,Limit Experienced
11429,Graduate,STEM,2,1.0,Limit Experienced
11430,Graduate,STEM,12,0.0,Medium Experienced
11431,Masters,STEM,6,0.0,Limit Experienced
11432,Masters,STEM,21,0.0,Experienced
11433,Graduate,STEM,17,1.0,Experienced
11434,Masters,STEM,10,1.0,Medium Experienced
11435,Graduate,STEM,3,0.0,Limit Experienced
11436,Graduate,STEM,13,1.0,Medium Experienced
11437,Graduate,STEM,3,1.0,Limit Experienced
11438,Graduate,STEM,6,1.0,Limit Experienced
11439,Masters,STEM,5,1.0,Limit Experienced
11440,Graduate,STEM,2,0.0,Limit Experienced
11441,Graduate,STEM,21,0.0,Experienced
11442,Graduate,STEM,21,1.0,Experienced
11443,High School,None,4,0.0,Limit Experienced
11444,Graduate,STEM,1,0.0,Limit Experienced
11445,Graduate,STEM,4,0.0,Limit Experienced
11446,Graduate,STEM,6,0.0,Limit Experienced
11447,Masters,STEM,21,1.0,Experienced
11448,Graduate,STEM,3,1.0,Limit Experienced
11449,Primary School,None,14,0.0,Medium Experienced
11450,Graduate,STEM,4,0.0,Limit Experienced
11451,Graduate,STEM,0,1.0,Limit Experienced
11452,Graduate,STEM,15,1.0,Experienced
11453,Graduate,STEM,11,0.0,Medium Experienced
11454,Graduate,STEM,14,0.0,Medium Experienced
11455,High School,None,3,0.0,Limit Experienced
11456,Graduate,STEM,12,0.0,Medium Experienced
11457,Graduate,STEM,21,0.0,Experienced
11458,Masters,STEM,11,0.0,Medium Experienced
11459,High School,None,3,0.0,Limit Experienced
11460,Graduate,Humanities,3,0.0,Limit Experienced
11461,Masters,STEM,21,0.0,Experienced
11462,Graduate,STEM,4,0.0,Limit Experienced
11463,Phd,STEM,21,0.0,Experienced
11464,Graduate,STEM,6,1.0,Limit Experienced
11465,Graduate,Business Degree,17,0.0,Experienced
11466,High School,None,2,0.0,Limit Experienced
11467,Graduate,STEM,4,1.0,Limit Experienced
11468,Graduate,STEM,1,0.0,Limit Experienced
11469,Phd,Other,21,0.0,Experienced
11470,Masters,STEM,21,0.0,Experienced
11471,Masters,STEM,5,0.0,Limit Experienced
11472,Masters,STEM,21,0.0,Experienced
11473,Masters,STEM,19,0.0,Experienced
11474,Masters,STEM,5,0.0,Limit Experienced
11475,Masters,STEM,9,1.0,Medium Experienced
11476,Masters,Humanities,4,0.0,Limit Experienced
11477,Graduate,STEM,16,0.0,Experienced
11478,Graduate,STEM,7,0.0,Limit Experienced
11479,Masters,STEM,10,0.0,Medium Experienced
11480,Graduate,STEM,7,1.0,Limit Experienced
11481,High School,None,17,0.0,Experienced
11482,High School,None,21,0.0,Experienced
11483,Graduate,Other,5,0.0,Limit Experienced
11484,Phd,STEM,10,0.0,Medium Experienced
11485,Graduate,Humanities,14,0.0,Medium Experienced
11486,Masters,STEM,9,0.0,Medium Experienced
11487,Masters,STEM,8,0.0,Medium Experienced
11488,Graduate,STEM,8,1.0,Medium Experienced
11489,Graduate,STEM,18,1.0,Experienced
11490,High School,None,7,1.0,Limit Experienced
11491,Phd,STEM,21,1.0,Experienced
11492,Graduate,STEM,21,0.0,Experienced
11493,None,None,21,0.0,Experienced
11494,Graduate,Humanities,15,0.0,Experienced
11495,Graduate,STEM,21,0.0,Experienced
11496,Masters,Humanities,17,0.0,Experienced
11497,Graduate,No Major,13,0.0,Medium Experienced
11498,High School,None,6,0.0,Limit Experienced
11499,Graduate,STEM,4,0.0,Limit Experienced
11500,Graduate,STEM,4,0.0,Limit Experienced
11501,Masters,STEM,8,1.0,Medium Experienced
11502,High School,None,2,0.0,Limit Experienced
11503,Graduate,STEM,4,1.0,Limit Experienced
11504,Graduate,STEM,21,1.0,Experienced
11505,Graduate,STEM,12,0.0,Medium Experienced
11506,Graduate,STEM,21,0.0,Experienced
11507,Graduate,STEM,5,0.0,Limit Experienced
11508,High School,None,5,0.0,Limit Experienced
11509,High School,None,7,0.0,Limit Experienced
11510,Graduate,STEM,12,1.0,Medium Experienced
11511,Masters,STEM,17,0.0,Experienced
11512,Graduate,STEM,5,0.0,Limit Experienced
11513,Graduate,STEM,12,1.0,Medium Experienced
11514,Phd,STEM,21,1.0,Experienced
11515,High School,None,3,1.0,Limit Experienced
11516,Masters,STEM,6,0.0,Limit Experienced
11517,Graduate,STEM,7,0.0,Limit Experienced
11518,Graduate,STEM,7,0.0,Limit Experienced
11519,Phd,STEM,21,0.0,Experienced
11520,Graduate,STEM,7,0.0,Limit Experienced
11521,Graduate,STEM,4,0.0,Limit Experienced
11522,Graduate,No Major,21,0.0,Experienced
11523,Graduate,STEM,2,0.0,Limit Experienced
11524,Graduate,STEM,11,0.0,Medium Experienced
11525,Graduate,STEM,8,1.0,Medium Experienced
11526,Graduate,STEM,14,0.0,Medium Experienced
11527,Graduate,STEM,7,0.0,Limit Experienced
11528,Primary School,None,2,1.0,Limit Experienced
11529,Graduate,STEM,21,0.0,Experienced
11530,Graduate,No Major,14,0.0,Medium Experienced
11531,Graduate,STEM,17,0.0,Experienced
11532,Masters,STEM,21,0.0,Experienced
11533,Graduate,STEM,6,1.0,Limit Experienced
11534,Graduate,Other,21,0.0,Experienced
11535,Graduate,STEM,10,0.0,Medium Experienced
11536,Graduate,STEM,23,1.0,Experience Miss
11537,Graduate,STEM,5,1.0,Limit Experienced
11538,Graduate,STEM,13,0.0,Medium Experienced
11539,None,None,5,0.0,Limit Experienced
11540,Graduate,Other,3,0.0,Limit Experienced
11541,Graduate,STEM,9,1.0,Medium Experienced
11542,Masters,Humanities,21,0.0,Experienced
11543,Graduate,STEM,7,0.0,Limit Experienced
11544,Graduate,STEM,6,0.0,Limit Experienced
11545,High School,None,2,0.0,Limit Experienced
11546,Graduate,STEM,19,0.0,Experienced
11547,None,None,3,0.0,Limit Experienced
11548,Graduate,STEM,13,1.0,Medium Experienced
11549,Graduate,Arts,2,0.0,Limit Experienced
11550,Primary School,None,9,0.0,Medium Experienced
11551,Graduate,STEM,5,0.0,Limit Experienced
11552,Masters,STEM,21,0.0,Experienced
11553,Graduate,Humanities,7,0.0,Limit Experienced
11554,Graduate,STEM,13,0.0,Medium Experienced
11555,Graduate,Other,9,0.0,Medium Experienced
11556,Masters,STEM,5,1.0,Limit Experienced
11557,Graduate,STEM,0,1.0,Limit Experienced
11558,Graduate,Humanities,3,1.0,Limit Experienced
11559,Graduate,STEM,7,0.0,Limit Experienced
11560,Masters,STEM,18,0.0,Experienced
11561,Graduate,STEM,21,0.0,Experienced
11562,Masters,STEM,21,1.0,Experienced
11563,High School,None,5,0.0,Limit Experienced
11564,Masters,STEM,21,0.0,Experienced
11565,Masters,STEM,21,0.0,Experienced
11566,Graduate,STEM,21,0.0,Experienced
11567,Graduate,STEM,11,1.0,Medium Experienced
11568,Graduate,STEM,6,0.0,Limit Experienced
11569,Graduate,STEM,4,0.0,Limit Experienced
11570,Graduate,STEM,2,0.0,Limit Experienced
11571,Masters,STEM,13,0.0,Medium Experienced
11572,Graduate,No Major,1,0.0,Limit Experienced
11573,Masters,STEM,7,0.0,Limit Experienced
11574,High School,None,9,0.0,Medium Experienced
11575,Masters,STEM,4,1.0,Limit Experienced
11576,Graduate,STEM,10,1.0,Medium Experienced
11577,Graduate,STEM,21,1.0,Experienced
11578,Masters,STEM,21,0.0,Experienced
11579,Graduate,STEM,13,1.0,Medium Experienced
11580,Graduate,STEM,0,0.0,Limit Experienced
11581,Masters,STEM,9,1.0,Medium Experienced
11582,Graduate,STEM,21,0.0,Experienced
11583,Graduate,STEM,4,0.0,Limit Experienced
11584,Masters,STEM,20,0.0,Experienced
11585,Masters,STEM,12,0.0,Medium Experienced
11586,Graduate,STEM,21,0.0,Experienced
11587,Graduate,No Major,1,1.0,Limit Experienced
11588,Graduate,Humanities,4,0.0,Limit Experienced
11589,Graduate,STEM,5,0.0,Limit Experienced
11590,Graduate,STEM,5,1.0,Limit Experienced
11591,Graduate,STEM,6,1.0,Limit Experienced
11592,Graduate,STEM,6,0.0,Limit Experienced
11593,Graduate,STEM,4,0.0,Limit Experienced
11594,Graduate,STEM,2,1.0,Limit Experienced
11595,None,None,4,1.0,Limit Experienced
11596,High School,None,10,1.0,Medium Experienced
11597,Graduate,STEM,19,0.0,Experienced
11598,Masters,STEM,5,0.0,Limit Experienced
